food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,Serving size G,Serving size min,Serving Size Max,Serving size confidence,Serving size min
INDWEBX_00239,Sheer khurma,Sheer khurma,Sweets & desserts,,,,,,47,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #830",3.01,3.01,3.01,Low,0.5,6.4,Class=sweet. Proxy-mapped to validated source 'Chocolate Made from Powder and Whole Milk' (food_id=T1_0830); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,66,50,83,0.7,50
INDWEBX_00240,Shrikhand,Shrikhand,Sweets & desserts,,,,,,83,Henry et al. GI tables (non-Indian cohort),36.83,36.83,36.83,High,0.48,44.38,Class=sweet. Proxy-mapped to validated source 'Mp No Millet Pan Cake' (food_id=NONIND_0436); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,67,50,85,0.7,50
INDWEBX_00241,Soan papdi,Soan papdi,Sweets & desserts,,,,,,67,Henry et al. GI tables (non-Indian cohort),11.77,11.77,11.77,Medium,0.48,17.56,Class=sweet. Proxy-mapped to validated source 'Instant Sweet Milk Bun' (food_id=NONIND_0533); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,73,55,91,0.7,55
INDWEBX_00242,Suji halwa,Suji halwa,Sweets & desserts,,,,,,91,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #729",50.96,50.96,50.96,High,0.5,56,Class=sweet. Proxy-mapped to validated source 'Rice Cake Calrose Rice' (food_id=T1_0729); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00243,Til ladoo,Til ladoo,Sweets & desserts,,,,,,56,Henry et al. GI tables (non-Indian cohort),43.75,43.75,43.75,High,0.48,78.12,Class=sweet. Proxy-mapped to validated source 'Moon Cake' (food_id=NONIND_0530); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,64,48,81,0.7,48
INDWEBX_00244,Unniyappam,Unniyappam,Sweets & desserts,,,,,,56,Henry et al. GI tables (non-Indian cohort),43.75,43.75,43.75,High,0.48,78.12,Class=sweet. Proxy-mapped to validated source 'Moon Cake' (food_id=NONIND_0530); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,64,48,81,0.7,48
INDWEBX_00245,Aloo bharta,Aloo bharta,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00246,Aloo do pyaza,Aloo do pyaza,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,150,105,195,0.6,105
INDWEBX_00247,Aloo dry,Aloo dry,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00248,Aloo fry,Aloo fry,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,77,58,96,0.7,58
INDWEBX_00249,Aloo jalfrezi,Aloo jalfrezi,Vegetables,,,,,,71,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.83,11.83,11.83,Medium,0.44,16.67,Class=other. Proxy-mapped to validated source 'Burger Aloo Tikki' (food_id=WEST_IN_0099); score=0.25; tier=low. Converted from source serving_size_g=180g.,150,105,195,0.6,105
INDWEBX_00250,Aloo jeera,Aloo jeera,Vegetables,,,,,,71,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.83,11.83,11.83,Medium,0.44,16.67,Class=other. Proxy-mapped to validated source 'Burger Aloo Tikki' (food_id=WEST_IN_0099); score=0.25; tier=low. Converted from source serving_size_g=180g.,150,105,195,0.6,105
INDWEBX_00251,Aloo korma,Aloo korma,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,150,105,195,0.6,105
INDWEBX_00252,Aloo kurma,Aloo kurma,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,150,105,195,0.6,105
INDWEBX_00253,Aloo masala,Aloo masala,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00254,Aloo matar gravy,Aloo matar gravy,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,150,105,195,0.6,105
INDWEBX_00255,Aloo palak,Aloo palak,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00256,Aloo salan,Aloo salan,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00257,Arbi bharta,Arbi bharta,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00258,Arbi do pyaza,Arbi do pyaza,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00259,Arbi dry,Arbi dry,Vegetables,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,150,105,195,0.55,105
INDWEBX_00260,Arbi fry,Arbi fry,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.55,105
INDWEBX_00261,Arbi jalfrezi,Arbi jalfrezi,Vegetables,,,,,,73,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00262,Arbi jeera,Arbi jeera,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00263,Arbi korma,Arbi korma,Vegetables,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00264,Arbi kurma,Arbi kurma,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,153,107,198,0.6,107
INDWEBX_00265,Arbi masala,Arbi masala,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00266,Arbi matar gravy,Arbi matar gravy,Vegetables,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.14; tier=prototype. Converted from source serving_size_g=250g.,150,105,195,0.6,105
INDWEBX_00267,Arbi salan,Arbi salan,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00268,Baingan do pyaza,Baingan do pyaza,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00269,Baingan dry,Baingan dry,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,71,53,89,0.7,53
INDWEBX_00270,Baingan fry,Baingan fry,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00271,Baingan jalfrezi,Baingan jalfrezi,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,71,53,89,0.7,53
INDWEBX_00272,Baingan jeera,Baingan jeera,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00273,Baingan korma,Baingan korma,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00274,Baingan kurma,Baingan kurma,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00275,Baingan masala,Baingan masala,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,70,52,87,0.7,52
INDWEBX_00276,Baingan salan,Baingan salan,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00277,Beans bharta,Beans bharta,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,152,107,197,0.6,107
INDWEBX_00278,Beans do pyaza,Beans do pyaza,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00279,Beans dry,Beans dry,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00280,Beans fry,Beans fry,Vegetables,,,,,,73,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00281,Beans jalfrezi,Beans jalfrezi,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.55,105
INDWEBX_00282,Beans jeera,Beans jeera,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.55,105
INDWEBX_00283,Beans korma,Beans korma,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00284,Beans kurma,Beans kurma,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00285,Beans masala,Beans masala,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00286,Beans salan,Beans salan,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00287,Beetroot bharta,Beetroot bharta,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.8,120
INDWEBX_00288,Beetroot do pyaza,Beetroot do pyaza,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00289,Beetroot dry,Beetroot dry,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,71,53,89,0.7,53
INDWEBX_00290,Beetroot fry,Beetroot fry,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,160,113,206,0.6,113
INDWEBX_00291,Beetroot jalfrezi,Beetroot jalfrezi,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00292,Beetroot jeera,Beetroot jeera,Vegetables,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,150,105,195,0.6,105
INDWEBX_00293,Beetroot korma,Beetroot korma,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,150,105,195,0.6,105
INDWEBX_00294,Beetroot kurma,Beetroot kurma,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,153,107,198,0.6,107
INDWEBX_00295,Beetroot masala,Beetroot masala,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,150,105,195,0.6,105
INDWEBX_00296,Beetroot salan,Beetroot salan,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,71,53,89,0.7,53
INDWEBX_00297,Bhindi bharta,Bhindi bharta,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00298,Bhindi do pyaza,Bhindi do pyaza,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00299,Bhindi dry,Bhindi dry,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.55,105
INDWEBX_00300,Bhindi fry,Bhindi fry,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00301,Bhindi jalfrezi,Bhindi jalfrezi,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00302,Bhindi jeera,Bhindi jeera,Vegetables,,,,,,73,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00303,Bhindi korma,Bhindi korma,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00304,Bhindi kurma,Bhindi kurma,Vegetables,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00305,Bhindi salan,Bhindi salan,Vegetables,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
