food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,aliases_compiled,search_text,available_carbs_per_100g_recalc,available_carbs_per_serving_g_recalc
WEST_IN_0179,And Wich Paneer Tikka,Sandwich Paneer Tikka,Western foods (India) - Sandwiches,portion,105,150,195,0.5,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.29,15.29,15.29,Medium,0.75,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.,Sandwich Paneer Tikka | sandwich paneer tikka | sandwichpaneertikka | andwichpaneertikka,"And Wich Paneer Tikka | aka Sandwich Paneer Tikka | aliases: Sandwich Paneer Tikka, sandwich paneer tikka, sandwichpaneertikka, andwichpaneertikka | category: Western foods (India) - Sandwiches | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 69.5 | GL_median: 15.29 | GL_category: Medium | available_carbs_g: 22 | confidence_score: 0.75 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.",22.0,33.0
WEST_IN_0180,And Wich Tomato,Sandwich Tomato,Western foods (India) - Sandwiches,portion,105,150,195,0.5,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.62,15.62,15.62,Medium,0.75,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.,Sandwich Tomato | sandwich tomato | sandwichtomato | andwichtomato,"And Wich Tomato | aka Sandwich Tomato | aliases: Sandwich Tomato, sandwich tomato, sandwichtomato, andwichtomato | category: Western foods (India) - Sandwiches | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 71 | GL_median: 15.62 | GL_category: Medium | available_carbs_g: 22 | confidence_score: 0.75 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.",22.0,33.0
WEST_IN_0181,And Wich Tuna,Sandwich Tuna,Western foods (India) - Sandwiches,portion,105,150,195,0.5,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,13.34,13.34,13.34,Medium,0.75,19.333333333333332,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.,sandwich tuna | Sandwich Tuna | sandwichtuna | andwichtuna,"And Wich Tuna | aka Sandwich Tuna | aliases: sandwich tuna, Sandwich Tuna, sandwichtuna, andwichtuna | category: Western foods (India) - Sandwiches | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 69 | GL_median: 13.34 | GL_category: Medium | available_carbs_g: 19.3333 | confidence_score: 0.75 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.",19.333333333333332,29.0
WEST_IN_0182,And Wich Tuna Mayo,Sandwich Tuna Mayo,Western foods (India) - Sandwiches,portion,105,150,195,0.5,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,13.34,13.34,13.34,Medium,0.75,19.333333333333332,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.,Sandwich Tuna Mayo | sandwich tuna mayo | sandwichtunamayo | andwichtunamayo,"And Wich Tuna Mayo | aka Sandwich Tuna Mayo | aliases: Sandwich Tuna Mayo, sandwich tuna mayo, sandwichtunamayo, andwichtunamayo | category: Western foods (India) - Sandwiches | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 69 | GL_median: 13.34 | GL_category: Medium | available_carbs_g: 19.3333 | confidence_score: 0.75 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.",19.333333333333332,29.0
WEST_IN_0183,And Wich Veg,Sandwich Veg,Western foods (India) - Sandwiches,portion,105,150,195,0.5,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.51,15.51,15.51,Medium,0.75,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.,sandwich veg | Sandwich Veg | And Wich | and wich | sandwichveg | andwichveg | andwich,"And Wich Veg | aka Sandwich Veg | aliases: sandwich veg, Sandwich Veg, And Wich, and wich, sandwichveg, andwichveg, andwich | category: Western foods (India) - Sandwiches | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 70.5 | GL_median: 15.51 | GL_category: Medium | available_carbs_g: 22 | confidence_score: 0.75 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.",22.0,33.0
WEST_IN_0184,And Wich Veg Mayo,Sandwich Veg Mayo,Western foods (India) - Sandwiches,portion,105,150,195,0.5,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.51,15.51,15.51,Medium,0.75,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.,Sandwich Veg Mayo | sandwich veg mayo | sandwichvegmayo | andwichvegmayo,"And Wich Veg Mayo | aka Sandwich Veg Mayo | aliases: Sandwich Veg Mayo, sandwich veg mayo, sandwichvegmayo, andwichvegmayo | category: Western foods (India) - Sandwiches | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 70.5 | GL_median: 15.51 | GL_category: Medium | available_carbs_g: 22 | confidence_score: 0.75 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.",22.0,33.0
NONIND_0205,Steam Brownie Made with Wheat and,Steamedbrowniesmadewithwheatand,Non-Indian reference food,piece,45,60,75,0.8,53.8,Henry et al. GI tables (non-Indian cohort),64.02,64.02,64.02,High,0.88,118.99628252788105,Original country: Indonesia. Renamed generically for Indian audience.,steamedbrowniesmadewithwheatand | Steamedbrowniesmadewithwheatand,"Steam Brownie Made with Wheat and | aka Steamedbrowniesmadewithwheatand | aliases: steamedbrowniesmadewithwheatand, Steamedbrowniesmadewithwheatand | category: Non-Indian reference food | serving_type: piece | serving_g: 60(min 45 max 75) | GI: 53.8 | GL_median: 64.02 | GL_category: High | available_carbs_g: 59.5 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Indonesia. Renamed generically for Indian audience.",118.99628252788105,71.39776951672863
NONIND_0403,Steam Chestnuts,Steamedchestnuts,Non-Indian reference food,portion,105,150,195,0.5,57.8,Henry et al. GI tables (non-Indian cohort),28.6,28.6,28.6,High,0.88,49.48096885813149,Original country: Korea. Renamed generically for Indian audience.,Steamedchestnuts | steamedchestnuts | steamchestnuts,"Steam Chestnuts | aka Steamedchestnuts | aliases: Steamedchestnuts, steamedchestnuts, steamchestnuts | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 57.8 | GL_median: 28.6 | GL_category: High | available_carbs_g: 24.7333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Korea. Renamed generically for Indian audience.",49.48096885813149,74.22145328719724
NONIND_0182,Steam Gembili,Steamedgembili(Dioscoreaesculenta),Non-Indian reference food,portion,105,150,195,0.5,87.6,Henry et al. GI tables (non-Indian cohort),33.88,33.88,33.88,High,0.88,38.675799086758,Original country: Indonesia. Renamed generically for Indian audience.,Steamedgembili(Dioscoreaesculenta) | steamedgembili(dioscoreaesculenta) | steamedgembili | Steamedgembili | steamgembili,"Steam Gembili | aka Steamedgembili(Dioscoreaesculenta) | aliases: Steamedgembili(Dioscoreaesculenta), steamedgembili(dioscoreaesculenta), steamedgembili, Steamedgembili, steamgembili | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 87.6 | GL_median: 33.88 | GL_category: High | available_carbs_g: 19.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Indonesia. Renamed generically for Indian audience.",38.675799086758,58.01369863013699
NONIND_0379,Steam Glutinous Rice,Steamedglutinousrice,Non-Indian reference food,plate,120,150,180,0.85,75.7,Henry et al. GI tables (non-Indian cohort),45.42,45.42,45.42,High,0.88,60.0,Original country: Korea. Renamed generically for Indian audience.,steamedglutinousrice | Steamedglutinousrice | steamglutinousrice,"Steam Glutinous Rice | aka Steamedglutinousrice | aliases: steamedglutinousrice, Steamedglutinousrice, steamglutinousrice | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 75.7 | GL_median: 45.42 | GL_category: High | available_carbs_g: 30 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Korea. Renamed generically for Indian audience.",60.0,90.0
NONIND_0521,Steam Glutinous Rice Roll,Steamedglutinousriceroll,Non-Indian reference food,plate,120,150,180,0.85,89.0,Henry et al. GI tables (non-Indian cohort),54.46,54.46,54.46,High,0.88,61.19101123595506,Original country: Hong. Renamed generically for Indian audience.,steamedglutinousriceroll | Steamedglutinousriceroll | steamglutinousriceroll,"Steam Glutinous Rice Roll | aka Steamedglutinousriceroll | aliases: steamedglutinousriceroll, Steamedglutinousriceroll, steamglutinousriceroll | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 89 | GL_median: 54.46 | GL_category: High | available_carbs_g: 30.6 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Hong. Renamed generically for Indian audience.",61.19101123595506,91.7865168539326
NONIND_0405,Steam Maize,Steamedmaize,Non-Indian reference food,portion,105,150,195,0.5,73.4,Henry et al. GI tables (non-Indian cohort),28.78,28.78,28.78,High,0.88,39.20980926430517,Original country: Korea. Renamed generically for Indian audience.,Steamedmaize | steamedmaize | steammaize,"Steam Maize | aka Steamedmaize | aliases: Steamedmaize, steamedmaize, steammaize | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 73.4 | GL_median: 28.78 | GL_category: High | available_carbs_g: 19.6 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Korea. Renamed generically for Indian audience.",39.20980926430517,58.81471389645776
NONIND_0423,Steam Stuffed Bun,Steamedstuffedbun(Shallot+Meat),Non-Indian reference food,portion,105,150,195,0.5,39.1,Henry et al. GI tables (non-Indian cohort),10.42,10.42,10.42,Medium,0.88,26.649616368286445,Original country: China. Renamed generically for Indian audience.,steamedstuffedbun(shallot meat) | Steamedstuffedbun(Shallot+Meat) | steamedstuffedbun | Steamedstuffedbun | steamstuffedbun,"Steam Stuffed Bun | aka Steamedstuffedbun(Shallot+Meat) | aliases: steamedstuffedbun(shallot meat), Steamedstuffedbun(Shallot+Meat), steamedstuffedbun, Steamedstuffedbun, steamstuffedbun | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 39.1 | GL_median: 10.42 | GL_category: Medium | available_carbs_g: 13.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.",26.649616368286445,39.97442455242967
NONIND_0407,Steam Sweet Pumpkin,Steamedsweetpumpkin,Non-Indian reference food,portion,105,150,195,0.5,52.1,Henry et al. GI tables (non-Indian cohort),12.5,12.5,12.5,Medium,0.88,23.99232245681382,Original country: Korea. Renamed generically for Indian audience.,Steamedsweetpumpkin | steamedsweetpumpkin | steamsweetpumpkin,"Steam Sweet Pumpkin | aka Steamedsweetpumpkin | aliases: Steamedsweetpumpkin, steamedsweetpumpkin, steamsweetpumpkin | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 52.1 | GL_median: 12.5 | GL_category: Medium | available_carbs_g: 12 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Korea. Renamed generically for Indian audience.",23.99232245681382,35.98848368522073
NONIND_0149,Steam White Rice,Steamedwhiterice,Non-Indian reference food,plate,120,150,180,0.85,80.0,Henry et al. GI tables (non-Indian cohort),23.46,23.46,23.46,High,0.88,29.325,Original country: Indonesia. Renamed generically for Indian audience.,steamedwhiterice | Steamedwhiterice | steamwhiterice,"Steam White Rice | aka Steamedwhiterice | aliases: steamedwhiterice, Steamedwhiterice, steamwhiterice | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 80 | GL_median: 23.46 | GL_category: High | available_carbs_g: 14.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Indonesia. Renamed generically for Indian audience.",29.325,43.9875
NONIND_0502,Steam White Rice with Gofcanolaoil with G,Steamedwhiterice+10Gofcanolaoil+10G,Non-Indian reference food,plate,120,150,180,0.85,91.3,Henry et al. GI tables (non-Indian cohort),47.96,47.96,47.96,High,0.88,52.53012048192771,Original country: Taiwan. Renamed generically for Indian audience.,steamedwhiterice 10gofcanolaoil 10g | Steamedwhiterice+10Gofcanolaoil+10G,"Steam White Rice with Gofcanolaoil with G | aka Steamedwhiterice+10Gofcanolaoil+10G | aliases: steamedwhiterice 10gofcanolaoil 10g, Steamedwhiterice+10Gofcanolaoil+10G | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 91.3 | GL_median: 47.96 | GL_category: High | available_carbs_g: 26.2667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Taiwan. Renamed generically for Indian audience.",52.53012048192771,78.79518072289156
NONIND_0776,Sabaka,Sabaka,Non-Indian reference food,portion,105,150,195,0.5,54.9,Henry et al. GI tables (non-Indian cohort),26.32,26.32,26.32,High,0.88,47.94171220400729,Original country: SaudiArabia. Renamed generically for Indian audience.,,Sabaka | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 54.9 | GL_median: 26.32 | GL_category: High | available_carbs_g: 47.9333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SaudiArabia. Renamed generically for Indian audience.,47.94171220400729,71.91256830601094
NONIND_0536,Saltedmeat Rice Dumpling,Saltedmeatricedumpling,Non-Indian reference food,plate,120,150,180,0.85,58.0,Henry et al. GI tables (non-Indian cohort),12.96,11.6,14.5,Medium,0.88,22.344827586206897,Original country: Hong. Renamed generically for Indian audience.,saltedmeatricedumpling | Saltedmeatricedumpling,"Saltedmeat Rice Dumpling | aka Saltedmeatricedumpling | aliases: saltedmeatricedumpling, Saltedmeatricedumpling | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 58 | GL_median: 12.96 | GL_category: Medium | available_carbs_g: 16.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Hong. Renamed generically for Indian audience.",22.344827586206897,33.51724137931034
IND_HENRY2021_676,Salty Enriched Dalia,Saltyenricheddalia (with carrotgrits),Pulses & legumes,katori,120,150,180,0.55,49.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 6.66gmoongdal participants 10.73gcarrotgrits 279mlwater; portion 13.34 g provides 50 g available carbs (table page 23).",99.6,79.68,119.52,High,0.9,200.0,Computed carbs per 100 g using study portion: 50 g available carbs in 13.34 g portion. GI SEM/SD reported: 25.69.,saltyenricheddalia (with carrotgrits) | Saltyenricheddalia (with carrotgrits) | saltyenricheddalia | Saltyenricheddalia,"Salty Enriched Dalia | aka Saltyenricheddalia (with carrotgrits) | aliases: saltyenricheddalia (with carrotgrits), Saltyenricheddalia (with carrotgrits), saltyenricheddalia, Saltyenricheddalia | category: Pulses & legumes | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 49.8 | GL_median: 99.6 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.9 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 6.66gmoongdal participants 10.73gcarrotgrits 279mlwater; portion 13.34 g provides 50 g available carbs (table page 23). | notes: Computed carbs per 100 g using study portion: 50 g available carbs in 13.34 g portion. GI SEM/SD reported: 25.69.",200.0,300.0
T2_0096,Sambar,Sambar (plain),Mixed meals,katori,120,150,180,0.8,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.26,2.61,3.91,Low,0.8,9.314285714285715,Mostly lentils+veg; low carbs per 100g.,Sambar (plain) | sambar (plain) | sambar(plain) | sambhar,"Sambar | aka Sambar (plain) | aliases: Sambar (plain), sambar (plain), sambar(plain), sambhar | category: Mixed meals | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 35 | GL_median: 3.26 | GL_category: Low | available_carbs_g: 4.6667 | confidence_score: 0.8 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Mostly lentils+veg; low carbs per 100g.",9.314285714285715,13.971428571428573
T2_0106,Sambar Rice,Sambar rice,Mixed meals,plate,120,150,180,0.85,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.84,7.92,9.9,Low,0.78,16.072727272727274,Weighted GI rice+sambar; recipe-based.,sambarrice | sambhar,"Sambar Rice | aka Sambar rice | aliases: sambarrice, sambhar | category: Mixed meals | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 55 | GL_median: 8.84 | GL_category: Low | available_carbs_g: 12 | confidence_score: 0.78 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Weighted GI rice+sambar; recipe-based.",16.072727272727274,24.10909090909091
NONIND_0758,Sambosa Veg Etable,Sambosavegetablewithwater,Non-Indian reference food,portion,105,150,195,0.5,60.4,Henry et al. GI tables (non-Indian cohort),8.05,8.05,8.05,Low,0.88,13.327814569536425,Original country: Oman. Renamed generically for Indian audience.,sambosavegetablewithwater | Sambosavegetablewithwater | sambosavegetable,"Sambosa Veg Etable | aka Sambosavegetablewithwater | aliases: sambosavegetablewithwater, Sambosavegetablewithwater, sambosavegetable | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 60.4 | GL_median: 8.05 | GL_category: Low | available_carbs_g: 13.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Oman. Renamed generically for Indian audience.",13.327814569536425,19.991721854304636
T2_0116,Samosa,Samosa (potato),Snacks,handful,15,25,35,0.5,75.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,75.0,75.0,75.0,High,0.78,100.0,Fried + potato; recipe-based.,samosa (potato) | Samosa (potato) | samosa(potato),"Samosa | aka Samosa (potato) | aliases: samosa (potato), Samosa (potato), samosa(potato) | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 75 | GL_median: 75 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.78 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Fried + potato; recipe-based.",100.0,25.0
T3_0105,Sattu Drink,Sattu drink (unsweetened),Beverages,glass,200,250,300,0.6,35.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,2.24,2.24,2.24,Low,0.7,6.400000000000001,Roasted gram flour drink; diluted.,Sattu drink (unsweetened) | sattu drink (unsweetened) | sattudrink(unsweetened) | sattudrink,"Sattu Drink | aka Sattu drink (unsweetened) | aliases: Sattu drink (unsweetened), sattu drink (unsweetened), sattudrink(unsweetened), sattudrink | category: Beverages | serving_type: glass | serving_g: 250(min 200 max 300) | GI: 35 | GL_median: 2.24 | GL_category: Low | available_carbs_g: 3.2 | confidence_score: 0.7 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Roasted gram flour drink; diluted.",6.400000000000001,16.000000000000004
T4_0037,Sausage,Sausage,Snacks,handful,15,25,35,0.5,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,70.0,70.0,70.0,High,0.54,100.0,Pastry + filling.,,Sausage | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 70 | GL_median: 70 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.54 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Pastry + filling.,100.0,25.0
NONIND_0542,Sautao Chicken Flavoured Sichuan Spicy,Sautaochicken-Flavouredsichuanspicy,Non-Indian reference food,portion,105,150,195,0.5,65.0,Henry et al. GI tables (non-Indian cohort),28.73,28.73,28.73,High,0.88,44.2,Original country: HongKong. Renamed generically for Indian audience.,sautaochicken flavouredsichuanspicy | Sautaochicken Flavouredsichuanspicy | Sautaochicken-Flavouredsichuanspicy | sautaochicken-flavouredsichuanspicy,"Sautao Chicken Flavoured Sichuan Spicy | aka Sautaochicken-Flavouredsichuanspicy | aliases: sautaochicken flavouredsichuanspicy, Sautaochicken Flavouredsichuanspicy, Sautaochicken-Flavouredsichuanspicy, sautaochicken-flavouredsichuanspicy | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 65 | GL_median: 28.73 | GL_category: High | available_carbs_g: 44.2 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: HongKong. Renamed generically for Indian audience.",44.2,66.3
NONIND_0540,Sautaobejing Noodles,Sautaobejingnoodles,Non-Indian reference food,bowl,188,250,312,0.7,61.0,Henry et al. GI tables (non-Indian cohort),17.64,17.64,17.64,Medium,0.88,28.918032786885245,Original country: HongKong. Renamed generically for Indian audience.,sautaobejingnoodles | Sautaobejingnoodles,"Sautaobejing Noodles | aka Sautaobejingnoodles | aliases: sautaobejingnoodles, Sautaobejingnoodles | category: Non-Indian reference food | serving_type: bowl | serving_g: 250(min 188 max 312) | GI: 61 | GL_median: 17.64 | GL_category: Medium | available_carbs_g: 28.92 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: HongKong. Renamed generically for Indian audience.",28.918032786885245,72.29508196721311
NONIND_0296,Sayote,Sayote(Veg),Non-Indian reference food,portion,105,150,195,0.5,27.0,Henry et al. GI tables (non-Indian cohort),0.63,0.63,0.63,Low,0.88,2.3333333333333335,Original country: Philippines. Renamed generically for Indian audience.,Sayote(Veg) | sayote(veg),"Sayote | aka Sayote(Veg) | aliases: Sayote(Veg), sayote(veg) | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 27 | GL_median: 0.63 | GL_category: Low | available_carbs_g: 2.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Philippines. Renamed generically for Indian audience.",2.3333333333333335,3.5
WEST_IN_0221,Schezwan Noodles,Schezwan Noodles,Western/Asian (India) - Noodles,bowl,188,250,312,0.7,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,4.61,4.61,4.61,Low,0.74,11.189320388349515,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.,schezwannoodles,Schezwan Noodles | aliases: schezwannoodles | category: Western/Asian (India) - Noodles | serving_type: bowl | serving_g: 250(min 188 max 312) | GI: 41.2 | GL_median: 4.61 | GL_category: Low | available_carbs_g: 11.2 | confidence_score: 0.74 | evidence: Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.,11.189320388349515,27.973300970873787
NONIND_0641,Scopariadulcis,Scopariadulcis(Walkoththamalli),Non-Indian reference food,portion,105,150,195,0.5,39.0,Henry et al. GI tables (non-Indian cohort),10.4,10.4,10.4,Medium,0.88,26.666666666666668,Original country: SriLanka. Renamed generically for Indian audience.,Scopariadulcis(Walkoththamalli) | scopariadulcis(walkoththamalli),"Scopariadulcis | aka Scopariadulcis(Walkoththamalli) | aliases: Scopariadulcis(Walkoththamalli), scopariadulcis(walkoththamalli) | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 39 | GL_median: 10.4 | GL_category: Medium | available_carbs_g: 26.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SriLanka. Renamed generically for Indian audience.",26.666666666666668,40.0
T3_0072,Semiya Kheer,Semiya kheer,Sweets & desserts,piece,52,70,88,0.55,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,24.29,24.29,24.29,High,0.64,28.576470588235296,Sweetened dessert; recipe-based.,semiyakheer | payasam | payesh,"Semiya Kheer | aka Semiya kheer | aliases: semiyakheer, payasam, payesh | category: Sweets & desserts | serving_type: piece | serving_g: 70(min 52 max 88) | GI: 85 | GL_median: 24.29 | GL_category: High | available_carbs_g: 28.5714 | confidence_score: 0.64 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Sweetened dessert; recipe-based.",28.576470588235296,20.003529411764706
IND_HENRY2021_697,Semolina Upma,Semolinaupma,Grains & staples,katori,144,180,216,0.75,62.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 142 g provides 50 g available carbs (table page 24).",12.2,12.2,12.2,Medium,0.9,19.55128205128205,Computed carbs per 100 g using study portion: 50 g available carbs in 142 g portion. GI variability (SEM/SD) not reported in row.,semolinaupma | Semolinaupma,"Semolina Upma | aka Semolinaupma | aliases: semolinaupma, Semolinaupma | category: Grains & staples | serving_type: katori | serving_g: 180(min 144 max 216) | GI: 62.4 | GL_median: 12.2 | GL_category: Medium | available_carbs_g: 19.5556 | confidence_score: 0.9 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 142 g provides 50 g available carbs (table page 24). | notes: Computed carbs per 100 g using study portion: 50 g available carbs in 142 g portion. GI variability (SEM/SD) not reported in row.",19.55128205128205,35.19230769230769
