food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
IND_HENRY2021_701,Maize,Maize,Other,portion,100,100,100,0.5,75.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",10.03,10.03,10.03,Medium,0.92,13.333333333333334,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.6.
T1_0499,Maize Flour Made Into Chapatti,"Maize (Zea Mays), flour made into chapatti (India)",Breads & flatbreads,portion,100,100,100,0.5,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #499",17.04,17.04,17.04,Medium,0.92,28.886666666666667,Normalized to 100g from table serving 30g with 13g available carbs and GL 8.
NONIND_0440,Majiapomelo,Majiapomelo,Non-Indian reference food,portion,100,100,100,0.5,78.3,Henry et al. GI tables (non-Indian cohort),20.88,20.88,20.88,High,0.88,26.666666666666668,Original country: China. Renamed generically for Indian audience.
T2_0112,Makhana,Makhana (roasted),Snacks,portion,100,100,100,0.5,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,35.0,35.0,35.0,High,0.8,100.0,Dry snack; carb-dense per 100g.
NONIND_0770,Maktoomi,Maktoomi,Non-Indian reference food,portion,100,100,100,0.5,71.0,Henry et al. GI tables (non-Indian cohort),34.55,34.55,34.55,High,0.88,48.66666666666667,Original country: SaudiArabia. Renamed generically for Indian audience.
T4_0004,Malai Kofta,Malai kofta,Mixed meals,portion,100,100,100,0.5,55.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.6,5.45,6.6,Low,0.55,12.0,Fried kofta + sweet gravy.
NONIND_0001,Malay Style Fried Rice,Malay-Stylefriedrice,Non-Indian reference food,portion,100,100,100,0.75,99.0,Henry et al. GI tables (non-Indian cohort),5.27,5.27,5.27,Low,0.88,5.32,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0266,Mamon Ordinary,"Mamon,Ordinary",Non-Indian reference food,portion,100,100,100,0.5,48.0,Henry et al. GI tables (non-Indian cohort),13.34,13.34,13.34,Medium,0.88,27.800000000000004,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0267,Mamon Sugar Free,"Mamon,Sugar-Free",Non-Indian reference food,teaspoon,4,3,5,0.9,48.0,Henry et al. GI tables (non-Indian cohort),21.8,21.84,21.84,High,0.25,45.5,"Original country: Philippines. Renamed generically for Indian audience. | SERVING_SUSPICIOUS: serving_size_g outside [10,500]."
T4_0017,Manchurian,Manchurian (gobi),Mixed meals,portion,100,100,100,0.5,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,8.0,6.6,8.0,Low,0.55,13.333333333333334,Fried cauliflower.
IND_HENRY2021_606,Mango,Mango (Raspuri),Breads & fermented,portion,100,100,100,0.75,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",3.64,3.64,3.64,Low,0.92,10.4,Computed carbs per 100 g using study portion: 25 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0288,Mango Carabao Ripe,"Mango,Carabao,Ripe",Non-Indian reference food,portion,100,100,100,0.75,46.0,Henry et al. GI tables (non-Indian cohort),3.27,3.27,3.27,Low,0.88,7.1,Original country: Philippines. Renamed generically for Indian audience.
T2_0067,Masala Dosa,Masala dosa,Mixed meals,portion,100,100,100,0.75,85.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,15.58,14.96,15.58,Medium,0.8,18.333333333333332,Potato filling; recipe-based.
T4_0091,Masala Fries,Masala fries,Snacks,portion,100,100,100,0.5,78.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,78.0,78.0,78.0,High,0.55,100.0,Spiced fries.
T2_0080,Masoor Dal,"Masoor dal (plain, cooked)",Pulses & legumes,portion,100,100,100,0.8,30.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,2.8,3.7,2.8,Low,0.88,9.333333333333334,Plain dal; estimated.
T3_0042,Masoor Khichdi,Masoor khichdi,Mixed meals,portion,100,100,100,0.75,52.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.2,6.55,5.2,Low,0.7,10.0,Rice+masoor; recipe-based.
T3_0014,Matar Paneer,Matar paneer,Mixed meals,portion,100,100,100,0.5,45.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.6,3.89,3.6,Low,0.72,8.0,Peas add carbs.
T4_0100,Meal Replacement Shake,Meal replacement shake,Beverages,portion,100,100,100,0.75,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.6,3.6,3.6,Low,0.55,6.0,Packaged formula.
T1_0593,Medium Grain Brown Rice in,Medium Grain Brown Rice in,Grains & staples,portion,100,100,100,0.85,90.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #593",20.0,20.4,21.6,High,0.92,22.666666666666664,Normalized to 100g from table serving 150g with 51g available carbs and GL 30.
T1_0526,Medium Grain White Rice Boiled,"Medium grain white rice, boiled",Grains & staples,portion,100,100,100,0.85,12.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #526",2.08,2.08,2.08,Low,0.92,17.333333333333336,Normalized to 100g from table serving 150g with 39g available carbs and GL 29.
NONIND_0775,Medjool,Medjool,Non-Indian reference food,portion,100,100,100,0.5,55.3,Henry et al. GI tables (non-Indian cohort),26.14,26.14,26.14,High,0.88,47.266666666666666,Original country: SaudiArabia. Renamed generically for Indian audience.
T2_0095,Medu Vada,Medu vada (plain),Snacks,portion,100,100,100,0.5,75.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,66.0,66.0,66.0,High,0.8,88.0,Fried urad batter; recipe-based.
NONIND_0003,Meegoreng,Meegoreng,Non-Indian reference food,portion,100,100,100,0.5,91.0,Henry et al. GI tables (non-Indian cohort),9.83,9.83,9.83,Low,0.88,10.8,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0004,Meesiam,Meesiam,Non-Indian reference food,portion,100,100,100,0.5,88.0,Henry et al. GI tables (non-Indian cohort),4.46,4.46,4.46,Low,0.88,5.066666666666666,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0786,Meghleh,Meghleh,Non-Indian reference food,portion,100,100,100,0.5,49.5,Henry et al. GI tables (non-Indian cohort),4.22,5.7,4.22,Low,0.88,8.533333333333335,Original country: Lebanon. Renamed generically for Indian audience.
NONIND_0787,Mehshemalfouf,Mehshemalfouf,Non-Indian reference food,portion,100,100,100,0.5,67.9,Henry et al. GI tables (non-Indian cohort),4.3,5.8,4.3,Low,0.88,6.333333333333334,Original country: Lebanon. Renamed generically for Indian audience.
T4_0108,Midnight Biryani,Midnight biryani (street),Mixed meals,portion,100,100,100,0.75,68.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.62,7.62,7.62,Low,0.5,11.200000000000001,Rice dominant; variable.
NONIND_0274,Miki,Miki(Plain Wheat Noodles),Non-Indian reference food,portion,100,100,100,0.5,47.0,Henry et al. GI tables (non-Indian cohort),15.82,15.82,15.82,Medium,0.88,33.666666666666664,Original country: Philippines. Renamed generically for Indian audience.
T3_0142,Milk,Milk (full fat),Dairy,portion,100,100,100,0.9,30.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,0.6,1.12,1.88,Low,0.75,2.0,Low carbs.
T4_0134,Milk Based Dessert Drink,Milk-based dessert drink,Beverages,portion,100,100,100,0.9,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.64,4.73,3.64,Low,0.52,5.6000000000000005,Sugar-sweetened.
T1_0798,Milk Fat with Added Omega,"Milk, fat with added omega",Dairy,portion,100,100,100,0.9,3.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #798",0.07,1.1,1.3,Low,0.92,2.4,Normalized to 100g from table serving 250g with 15g available carbs and GL 3.
WEST_IN_0268,Milk Shake,Milkshake (chocolate),Western foods (India) - Beverages,portion,100,100,100,0.9,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.67,3.67,3.67,Low,0.78,7.199999999999999,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: milkshake.
T4_0131,Milk Tea,"Milk tea (street, sweet)",Beverages,portion,100,100,100,0.9,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.6,3.38,2.6,Low,0.52,4.0,Sugar-sweetened.
T1_0579,Milled High Amylose Rice,"Milled (white), high amylose (IR 42) rice",Grains & staples,portion,100,100,100,0.85,66.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #579",12.61,12.61,12.61,Medium,0.92,19.113333333333333,Normalized to 100g from table serving 150g with 43g available carbs and GL 28.
T2_0034,Millet Appam,Millet appam (plain),Mixed meals,portion,100,100,100,0.5,70.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.27,10.27,10.27,Medium,0.8,14.666666666666666,Fermented batter; estimate.
IND_HENRY2021_719,Millet Baseddosa,Millet-baseddosa,Grains & staples,portion,100,100,100,0.55,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",4.93,4.93,4.93,Low,0.92,13.333333333333334,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_720,Millet Baseddumpling,Millet-baseddumpling,Grains & staples,portion,100,100,100,0.55,48.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",6.4,6.4,6.4,Low,0.9,13.333333333333334,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_718,Millet Basedroti,Millet-basedroti,Grains & staples,portion,100,100,100,0.55,53.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",7.07,7.07,7.07,Low,0.92,13.333333333333334,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
T2_0033,Millet Idiyappam,Millet idiyappam (plain),Mixed meals,portion,100,100,100,0.7,68.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.52,9.52,9.52,Low,0.8,14.000000000000002,String hoppers; estimate.
T2_0025,Millet Khichdi,Millet khichdi (millet + moong),Mixed meals,portion,100,100,100,0.75,52.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.2,5.2,5.2,Low,0.79,10.0,Weighted GI method; recipe-based.
T2_0024,Millet Pongal,"Millet pongal (ven pongal, millet)",Mixed meals,portion,100,100,100,0.5,60.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.2,8.64,7.2,Low,0.8,12.0,Pongal variant; recipe-based estimate.
NONIND_0439,Millet Porridge,Milletporridge,Non-Indian reference food,portion,100,100,100,0.5,93.6,Henry et al. GI tables (non-Indian cohort),5.68,5.68,5.68,Low,0.88,6.066666666666666,Original country: China. Renamed generically for Indian audience.
T2_0023,Millet Upma,Millet upma (foxtail millet),Mixed meals,portion,100,100,100,0.75,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.11,6.11,6.11,Low,0.81,11.11111111111111,Upma variant; recipe-based estimate.
T3_0086,Misal Pav,Misal pav,Mixed meals,portion,100,100,100,0.5,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.2,10.75,11.2,Medium,0.64,16.0,Usal + pav; recipe-based.
IND_HENRY2021_634,Misiparantha,Misiparantha,Other,portion,100,100,100,0.5,40.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 125; n=None None; ref food/time: Glucose/2.5h participants; portion 50 g provides 10 g available carbs (table page 22).",5.39,5.39,5.39,Low,0.9,13.333333333333334,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0273,Misua,Misua(Plain Wheat Noodles),Non-Indian reference food,portion,100,100,100,0.5,46.0,Henry et al. GI tables (non-Indian cohort),21.59,21.59,21.59,High,0.88,46.93333333333334,Original country: Philippines. Renamed generically for Indian audience.
T4_0142,Mithai Mix,Mithai mix (assorted),Sweets & desserts,portion,100,100,100,0.55,80.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,45.71,45.71,45.71,High,0.48,57.14285714285714,Highly variable.
T3_0013,Mixed Veg Curry,Mixed veg curry,Mixed meals,portion,100,100,100,0.7,35.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,2.33,2.52,2.33,Low,0.72,6.666666666666667,Mixed vegetables; carbs vary.
IND_HENRY2021_706,Mixedminimeal Wheat Pearl Barley and,"Mixedminimeal:wheat,pearlbarleyand",Grains & staples,portion,100,100,100,0.55,71.9,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 146; n=None None; ref food/time: Healthy Glucose/2h Bengalgramflour(besan)mixwithchana participants whole(unhuskedchana+curd); portion 50 g provides 12 g available carbs (table page 24).",11.5,11.5,11.5,Medium,0.9,16.0,Computed carbs per 100 g using study portion: 12 g available carbs in 50 g portion. GI SEM/SD reported: 7.4.
T4_0146,Mixture,Mixture (South Indian),Snacks,portion,100,100,100,0.5,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,70.0,70.0,70.0,High,0.5,100.0,Fried snacks.
NONIND_0224,Mocaf Black Rice Flakes Added with Jack,Mocaf-Blackriceflakesaddedwithjack,Non-Indian reference food,portion,100,100,100,0.85,52.6,Henry et al. GI tables (non-Indian cohort),30.54,30.54,30.54,High,0.88,58.06666666666666,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0223,Mocaf Black Rice Flakes with Black,Mocaf-Blackriceflakeswithblack,Non-Indian reference food,portion,100,100,100,0.85,50.2,Henry et al. GI tables (non-Indian cohort),26.24,26.24,26.24,High,0.88,52.26666666666667,Original country: Indonesia. Renamed generically for Indian audience.
WEST_IN_0271,Mocha,Mocha (sweetened),Western foods (India) - Beverages,portion,100,100,100,0.8,49.2,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,1.97,3.0,1.97,Low,0.78,4.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.
T1_0871,Mochaccino Frozen Yoghurt,Mochaccino frozen yoghurt,Dairy,portion,100,100,100,0.5,51.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #871",5.71,5.71,5.71,Low,0.92,11.200000000000001,Normalized to 100g from table serving 125g with 21g available carbs and GL 11.
T3_0130,Modak,Modak,Sweets & desserts,portion,100,100,100,0.55,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,36.43,36.43,36.21,High,0.58,42.857142857142854,Rice flour + jaggery; recipe-based.
NONIND_0530,Moon Cake,Mooncakes,Non-Indian reference food,portion,100,100,100,0.75,56.0,Henry et al. GI tables (non-Indian cohort),43.75,43.75,43.75,High,0.88,78.125,Original country: Hong. Renamed generically for Indian audience.
T2_0078,Moong Dal,"Moong dal (plain, cooked)",Pulses & legumes,portion,100,100,100,0.8,32.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,2.99,3.94,2.99,Low,0.88,9.333333333333334,Plain dal; GL estimated per 100g cooked dal.
T2_0091,Moong Dal Chilla,Moong dal chilla (plain),Mixed meals,portion,100,100,100,0.8,42.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.6,6.97,5.6,Low,0.83,13.333333333333334,Pulse pancake; estimated.
T3_0016,Moong Dal Tadka,Moong dal tadka,Mixed meals,portion,100,100,100,0.8,35.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.27,3.63,3.27,Low,0.74,9.333333333333334,Cooked dal + tadka.
T3_0043,Moong Khichdi,Moong khichdi,Mixed meals,portion,100,100,100,0.75,50.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.0,6.3,5.0,Low,0.7,10.0,Rice+moong; recipe-based.
NONIND_0436,Mp No Millet Pan Cake,"Mp-1,No.1Milletpancake(75.0%Milletflour",Non-Indian reference food,portion,100,100,100,0.75,83.0,Henry et al. GI tables (non-Indian cohort),36.83,36.83,36.83,High,0.88,44.375,Original country: China. Renamed generically for Indian audience.
NONIND_0435,Msb Millet Steam Bread,"Msb,Milletsteamedbread",Non-Indian reference food,portion,100,100,100,0.9,89.6,Henry et al. GI tables (non-Indian cohort),89.6,89.6,89.6,High,0.88,100.0,Original country: China. Renamed generically for Indian audience.
NONIND_0089,Muffin,Muffin,Non-Indian reference food,portion,100,100,100,0.5,58.0,Henry et al. GI tables (non-Indian cohort),19.72,19.72,19.72,Medium,0.88,34.0,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0731,Muhalla Bread,Muhallabread,Non-Indian reference food,portion,100,100,100,0.9,77.0,Henry et al. GI tables (non-Indian cohort),77.0,77.0,77.0,High,0.88,100.0,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0059,Multi Grains Bread,Multi-Grainsbread,Non-Indian reference food,portion,100,100,100,0.9,56.0,Henry et al. GI tables (non-Indian cohort),56.0,56.0,56.0,High,0.88,100.0,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0246,Multigrainloaf with Coconut Flour,Multigrainloaf+Coconutflour,Non-Indian reference food,portion,100,100,100,0.5,85.2,Henry et al. GI tables (non-Indian cohort),11.36,11.36,11.36,Medium,0.88,13.333333333333334,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0161,Mung Bean,Mungbean(Phaseolusaureus),Non-Indian reference food,portion,100,100,100,0.5,76.0,Henry et al. GI tables (non-Indian cohort),13.33,13.33,13.33,Medium,0.88,17.533333333333335,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0481,Mung Bean Noodles,Mungbeannoodles,Non-Indian reference food,portion,100,100,100,0.7,28.0,Henry et al. GI tables (non-Indian cohort),2.24,2.24,2.24,Low,0.88,8.0,"Original country: Taiwan,China. Renamed generically for Indian audience."
T2_0113,Murmura,Murmura (puffed rice),Snacks,portion,100,100,100,0.5,80.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,80.0,80.0,80.0,High,0.8,100.0,Very carb-dense per 100g.
T3_0096,Murmura Chivda,Murmura chivda,Snacks,portion,100,100,100,0.5,75.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,75.0,75.0,73.5,High,0.6,100.0,Dry snack; carb-dense.
NONIND_0123,Muscovadosugar,Muscovadosugar,Non-Indian reference food,portion,100,100,100,0.5,69.0,Henry et al. GI tables (non-Indian cohort),43.75,43.75,43.75,High,0.88,63.4,Original country: Malaysia. Renamed generically for Indian audience.
T4_0085,Mushroom Soup,Mushroom soup,Mixed meals,portion,100,100,100,0.5,45.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,1.8,1.51,1.8,Low,0.56,4.0,Low carb.
T3_0132,Mysore Pak,Mysore pak,Sweets & desserts,portion,100,100,100,0.55,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,48.57,48.57,48.96,High,0.56,57.14285714285714,Sugar + ghee + besan; recipe-based.
T2_0049,Naan,Naan (plain),Breads & flatbreads,piece,100,75,125,0.75,75.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,33.75,33.75,33.75,High,0.84,45.0,Refined flour bread; estimated.
NONIND_0772,Nabtat Ali,Nabtat-Ali,Non-Indian reference food,portion,100,100,100,0.5,59.9,Henry et al. GI tables (non-Indian cohort),28.83,28.83,28.83,High,0.88,48.13333333333333,Original country: SaudiArabia. Renamed generically for Indian audience.
WEST_IN_0187,Nachos with Cheese,Nachos with Cheese,Western foods (India) - Wraps & Tex-Mex,portion,100,100,100,0.5,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,16.57,16.57,16.57,Medium,0.71,23.333333333333332,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nachos.
WEST_IN_0188,Nachos with Salsa,Nachos with Salsa,Western foods (India) - Wraps & Tex-Mex,portion,100,100,100,0.5,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,16.57,16.57,16.57,Medium,0.71,23.333333333333332,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nachos.
T4_0145,Namkeen Mix,Namkeen mix,Snacks,portion,100,100,100,0.5,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,70.0,70.0,70.0,High,0.5,100.0,Fried snacks.
IND_HENRY2021_626,Namkeensev,Namkeensev (with driedbottlegourdpulp,Other,portion,100,100,100,0.5,21.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 121; n=None None; ref food/time: Healthy Glucose/2h powder)[bengalgramflour+kidneybean participants flour+DBPP(40:40:20)]; portion 50 g provides 10 g available carbs (table page 21).",2.91,3.96,2.91,Low,0.9,13.333333333333334,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0030,Nasilemak,Nasilemak,Non-Indian reference food,portion,100,100,100,0.5,66.0,Henry et al. GI tables (non-Indian cohort),12.28,12.28,12.28,Medium,0.88,18.6,Original country: Singapore. Renamed generically for Indian audience.
T4_0007,Navratan Korma,Navratan korma,Mixed meals,portion,100,100,100,0.5,45.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.2,3.47,4.2,Low,0.55,9.333333333333334,Sweetened gravy; recipe varies.
T2_0065,Neer Dosa,Neer dosa,Mixed meals,portion,100,100,100,0.75,72.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,14.4,14.17,14.4,Medium,0.82,20.0,Thin rice dosa; estimate.
T3_0057,Neer Dosa with Chutney,Neer dosa + chutney,Mixed meals,portion,100,100,100,0.75,68.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.33,11.33,11.33,Medium,0.66,16.666666666666664,Thin dosa; recipe-based.
NONIND_0548,Negroyam Boiled,"Negroyam,Boiled",Non-Indian reference food,portion,100,100,100,0.5,73.0,Henry et al. GI tables (non-Indian cohort),10.37,10.37,10.37,Medium,0.88,14.200000000000001,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0549,Negroyam Roasted,"Negroyam,Roasted",Non-Indian reference food,portion,100,100,100,0.5,73.0,Henry et al. GI tables (non-Indian cohort),12.51,12.51,12.51,Medium,0.88,17.133333333333333,Original country: WestIndia. Renamed generically for Indian audience.
T3_0136,Nimbu Pani,Nimbu pani (sweetened),Beverages,portion,100,100,100,0.6,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,2.8,2.8,2.8,Low,0.66,4.0,Sugar drink; estimate.
NONIND_0121,Nipasugar,Nipasugar,Non-Indian reference food,portion,100,100,100,0.5,58.0,Henry et al. GI tables (non-Indian cohort),33.56,33.56,33.56,High,0.88,57.86666666666667,Original country: Malaysia. Renamed generically for Indian audience.
IND_HENRY2021_639,Noodles,Noodles (refined wheat flour),Grains & staples,portion,100,100,100,0.7,62.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 127; n=10 Healthy; ref food/time: Glucose/2.5h participants; portion 65.66 g provides 50 g available carbs (table page 22).",19.06,19.06,19.06,Medium,0.92,30.44,Computed carbs per 100 g using study portion: 50 g available carbs in 65.66 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0365,Noodles Made from Dehulledyellowpea,Noodlesmadefromdehulledyellowpea,Non-Indian reference food,portion,100,100,100,0.7,40.3,Henry et al. GI tables (non-Indian cohort),3.55,3.55,3.55,Low,0.88,8.799999999999999,Original country: Japan. Renamed generically for Indian audience.
NONIND_0366,Noodles Made from Unshelledyellowpea,Noodlesmadefromunshelledyellowpea,Non-Indian reference food,portion,100,100,100,0.7,68.8,Henry et al. GI tables (non-Indian cohort),6.05,6.05,6.05,Low,0.88,8.799999999999999,Original country: Japan. Renamed generically for Indian audience.
NONIND_0690,Normal Bun,Normalbun,Non-Indian reference food,portion,100,100,100,0.5,67.3,Henry et al. GI tables (non-Indian cohort),11.98,11.98,11.98,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0416,Oat Biscuit,Oatbiscuit,Non-Indian reference food,portion,100,100,100,0.75,55.0,Henry et al. GI tables (non-Indian cohort),55.0,55.0,55.0,High,0.88,100.0,Original country: China. Renamed generically for Indian audience.
WEST_IN_0255,Oat Cookie,Oat Cookie,Western foods (India) - Desserts,portion,100,100,100,0.75,68.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,68.0,68.0,68.0,High,0.68,100.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cookie.
NONIND_0036,Oat Flour Muffin,Oatflourmuffin,Non-Indian reference food,portion,100,100,100,0.5,53.6,Henry et al. GI tables (non-Indian cohort),12.19,12.19,12.19,Medium,0.88,22.733333333333334,Original country: Singapore. Renamed generically for Indian audience.
