food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
INDWEB_0158,Fried rice (chicken),Fried rice (chicken),Snacks,plate,134,120,150,0.9,50.0,Henry et al. GI tables (non-Indian cohort),8.66,7.75,9.69,Low,0.75,17.32,"Per-100g values proxy-mapped to validated source item 'Fried Fragrantwhite Rice' (food_id=NONIND_0105); mapping_score=0.73; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0159,Manchurian balls (veg),Manchurian balls (veg),Snacks,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.666666666666668,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0160,Spring roll (veg),Spring roll (veg),Snacks,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.666666666666668,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0161,Spring roll (chicken),Spring roll (chicken),Snacks,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.96,9.96,9.96,Low,0.41,14.434782608695654,"Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0162,Pakora (onion),Pakora (onion),Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,14.2,14.2,14.2,Medium,0.41,20.0,"Per-100g values proxy-mapped to validated source item 'Onion Rings' (food_id=WEST_IN_0230); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0163,Pakora (paneer),Pakora (paneer),Snacks,portion,100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.59,11.59,11.59,Medium,0.41,16.676258992805757,"Per-100g values proxy-mapped to validated source item 'Burger Paneer' (food_id=WEST_IN_0120); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0164,Pakora (spinach/palak),Pakora (spinach/palak),Snacks,portion,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.4,18.669527896995707,"Per-100g values proxy-mapped to validated source item 'Pizza Spinach and Corn' (food_id=WEST_IN_0084); mapping_score=0.17; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0165,Pakora (mixed veg),Pakora (mixed veg),Snacks,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.666666666666668,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0166,Chana jor garam,Chana jor garam,Snacks,portion,100,100,100,0.75,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.664772727272727,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Pineapple' (food_id=WEST_IN_0076)."
INDWEB_0167,Masala peanuts,Masala peanuts,Snacks,portion,100,100,100,0.75,40.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.27,4.27,4.27,Low,0.74,10.674999999999999,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Chana Masala' (food_id=T3_0008)."
INDWEB_0168,Baked/roasted makhana,Baked/roasted makhana,Snacks,portion,100,100,100,0.75,55.0,Henry et al. GI tables (non-Indian cohort),11.4,11.4,11.4,Medium,0.45,20.727272727272727,"Per-100g values proxy-mapped to validated source item 'Baked Barbecuedporkpuff' (food_id=NONIND_0515); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0169,Namkeen mixture,Namkeen mixture,Snacks,portion,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.669527896995707,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Mushroom and Olive' (food_id=WEST_IN_0056)."
INDWEB_0170,Aloo bhujiya,Aloo bhujiya,Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.84,11.84,11.84,Medium,0.41,16.676056338028168,"Per-100g values proxy-mapped to validated source item 'Burger Aloo Tikki' (food_id=WEST_IN_0099); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0171,Bhujia sev,Bhujia sev,Snacks,portion,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33625730994152,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza and Oori Chicken' (food_id=WEST_IN_0087)."
INDWEB_0172,Sev (plain),Sev (plain),Snacks,piece,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.45,14.916666666666664,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0173,Mathri,Mathri,Snacks,portion,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.03,10.03,10.03,Medium,0.72,14.663742690058477,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Cheese Burst' (food_id=WEST_IN_0010)."
INDWEB_0174,Namak pare,Namak pare,Snacks,portion,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.7,15.33625730994152,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Pocket Chicken' (food_id=WEST_IN_0079)."
INDWEB_0175,Shakarpare,Shakarpare,Snacks,portion,100,100,100,0.75,56.0,Henry et al. GI tables (non-Indian cohort),19.45,19.45,19.45,Medium,0.88,34.732142857142854,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza' (food_id=NONIND_0788)."
INDWEB_0176,Banana chips,Banana chips,Snacks,piece,100,100,100,0.75,43.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",7.45,7.45,7.45,Low,0.64,17.325581395348838,"Per-100g values proxy-mapped to validated source item 'Banana' (food_id=IND_HENRY2021_605); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0177,Potato chips (salted),Potato chips (salted),Snacks,portion,100,100,100,0.75,62.0,Henry et al. GI tables (non-Indian cohort),8.26,8.26,8.26,Low,0.45,13.32258064516129,"Per-100g values proxy-mapped to validated source item 'Potato' (food_id=NONIND_0428); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0178,Potato chips (masala),Potato chips (masala),Snacks,portion,100,100,100,0.75,62.0,Henry et al. GI tables (non-Indian cohort),8.26,8.26,8.26,Low,0.45,13.32258064516129,"Per-100g values proxy-mapped to validated source item 'Potato' (food_id=NONIND_0428); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0179,Murukku,Murukku,Snacks,piece,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.88,14.916666666666664,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Plain Wheat Noodles' (food_id=NONIND_0074)."
INDWEB_0180,Chakli,Chakli,Snacks,portion,100,100,100,0.75,72.1,Henry et al. GI tables (non-Indian cohort),48.07,48.07,48.07,High,0.88,66.67128987517337,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Adanhalus' (food_id=NONIND_0083)."
INDWEB_0181,Kara sev,Kara sev,Snacks,katori,100,100,100,0.75,44.4,Henry et al. GI tables (non-Indian cohort),7.9,7.9,7.9,Low,0.88,17.792792792792792,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Greenleafy Curry' (food_id=NONIND_0682)."
INDWEB_0182,Ribbon pakoda,Ribbon pakoda,Snacks,katori,100,100,100,0.75,59.3,Henry et al. GI tables (non-Indian cohort),10.56,10.56,10.56,Medium,0.88,17.807757166947724,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Greenleafy Curry with' (food_id=NONIND_0681)."
INDWEB_0183,Upma (rava),Upma (rava),Snacks,katori,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.65,11.65,11.65,Medium,0.63,17.786259541984734,"Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0184,Upma (vermicelli),Upma (vermicelli),Snacks,katori,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.65,11.65,11.65,Medium,0.63,17.786259541984734,"Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0185,Pongal (ven),Pongal (ven),Snacks,plate,134,120,150,0.9,85.0,Henry et al. GI tables (non-Indian cohort),23.46,21.01,26.27,High,0.88,27.6,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rice Idli' (food_id=NONIND_0046)."
INDWEB_0186,Pesarattu upma combo,Pesarattu upma combo,Snacks,katori,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.65,11.65,11.65,Medium,0.45,17.786259541984734,"Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0187,Vegetable pulao,Vegetable pulao,Grains & staples,plate,134,120,150,0.9,60.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.04,7.2,9.0,Low,0.68,13.399999999999999,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pulao' (food_id=T3_0025)."
INDWEB_0188,Peas pulao,Peas pulao,Grains & staples,plate,134,120,150,0.9,103.0,Henry et al. GI tables (non-Indian cohort),36.81,32.96,41.2,High,0.88,35.737864077669904,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rice Flour Pittu' (food_id=NONIND_0587)."
INDWEB_0189,Jeera pulao,Jeera pulao,Grains & staples,plate,134,120,150,0.9,54.7,Henry et al. GI tables (non-Indian cohort),13.05,11.69,14.61,Medium,0.88,23.857404021937842,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Par Boiled Rice with Greenleafy Curry and Gravy' (food_id=NONIND_0678)."
INDWEB_0190,Mutton biryani,Mutton biryani,Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,10.557692307692308,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0191,Hyderabadi biryani (chicken),Hyderabadi biryani (chicken),Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.45,10.557692307692308,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0192,Hyderabadi biryani (mutton),Hyderabadi biryani (mutton),Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.45,10.557692307692308,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0193,Egg biryani,Egg biryani,Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,10.557692307692308,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0194,Fish biryani,Fish biryani,Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,10.557692307692308,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0195,Fried rice (schezwan veg),Fried rice (schezwan veg),Grains & staples,plate,134,120,150,0.9,50.0,Henry et al. GI tables (non-Indian cohort),8.66,7.75,9.69,Low,0.62,17.32,"Per-100g values proxy-mapped to validated source item 'Fried Fragrantwhite Rice' (food_id=NONIND_0105); mapping_score=0.63; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0196,Schezwan noodles (veg),Schezwan noodles (veg),Grains & staples,bowl,100,100,100,0.75,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,4.61,4.61,4.61,Low,0.65,11.189320388349515,"Per-100g values proxy-mapped to validated source item 'Schezwan Noodles' (food_id=WEST_IN_0221); mapping_score=0.67; mapping_tier=high. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0197,Tehri (veg),Tehri (veg),Grains & staples,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.666666666666668,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0198,Tahari (chicken),Tahari (chicken),Grains & staples,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.96,9.96,9.96,Low,0.41,14.434782608695654,"Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0199,Kushka rice,Kushka rice,Grains & staples,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.62,69.77083333333333,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0200,Bagara rice,Bagara rice,Grains & staples,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.62,69.77083333333333,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0201,Imarti,Imarti,Sweets & desserts,piece,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.669527896995707,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Spinach and Corn' (food_id=WEST_IN_0084)."
INDWEB_0202,Kala jamun,Kala jamun,Sweets & desserts,piece,100,100,100,0.75,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,30.01,30.01,30.01,High,0.68,43.7463556851312,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pan Cake' (food_id=WEST_IN_0256)."
INDWEB_0203,Kheer (rice),Kheer (rice),Sweets & desserts,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.62,69.77083333333333,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0204,Phirni,Phirni,Sweets & desserts,portion,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33625730994152,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Bbq Chicken' (food_id=WEST_IN_0004)."
INDWEB_0205,Sheer khurma,Sheer khurma,Sweets & desserts,piece,100,100,100,0.75,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.64,7.64,7.64,Low,0.85,13.89090909090909,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Poha' (food_id=T2_0058)."
INDWEB_0206,Seviyan kheer,Seviyan kheer,Sweets & desserts,piece,100,100,100,0.75,80.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,22.86,22.86,22.86,High,0.6,28.575,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rasmalai' (food_id=T3_0121)."
INDWEB_0207,Halwa (suji),Halwa (suji),Sweets & desserts,piece,100,100,100,0.75,57.0,Henry et al. GI tables (non-Indian cohort),34.63,34.63,34.63,High,0.88,60.75438596491229,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Wheatpan Cake' (food_id=NONIND_0394)."
