food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,aliases_compiled,search_text,available_carbs_per_serving_calc,available_carbs_quality_flag,available_carbs_g_original,available_carbs_per_serving_original
INDWEB_0079,Dal dhokli,Dal dhokli,Pulses & legumes,katori,200,160,240,0.6,58.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,17.02,13.62,20.42,Medium,0.66,14.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Dal Rice' (food_id=T3_0037).",daldhokli,"Dal dhokli | aliases: daldhokli | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 58 | GL_median: 17.02 | GL_category: Medium | available_carbs_g: 14.67 | confidence_score: 0.66 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",23.472,PASS,14.67,23.472
INDWEB_0080,Dal makhani (restaurant style),Dal makhani (restaurant style),Pulses & legumes,katori,200,160,240,0.6,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,31.24,24.99,37.49,High,0.4,22.67,"Per-100g values proxy-mapped to validated source item 'Pizza Paneer Makhani' (food_id=WEST_IN_0066); mapping_score=0.17; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",dal makhani | Dal makhani | Dal Makhani | dalmakhani,"Dal makhani (restaurant style) | aliases: dal makhani, Dal makhani, Dal Makhani, dalmakhani | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 68.9 | GL_median: 31.24 | GL_category: High | available_carbs_g: 22.67 | confidence_score: 0.4 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Per-100g values proxy-mapped to validated source item 'Pizza Paneer Makhani' (food_id=WEST_IN_0066); mapping_score=0.17; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghe...",36.272,PASS,22.67,36.272
INDWEB_0081,Chana dal (boiled),Chana dal (boiled),Pulses & legumes,katori,200,160,240,0.6,111.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21).",63.22,50.58,75.86,High,0.45,28.27,"Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",Chana Dal | chana dal | Chana dal | chanadal(boiled) | chanadal,"Chana dal (boiled) | aliases: Chana Dal, chana dal, Chana dal, chanadal(boiled), chanadal | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 111.8 | GL_median: 63.22 | GL_category: High | available_carbs_g: 28.27 | confidence_score: 0.45 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21). | notes: Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghe...",45.232,PASS,28.27,45.232
INDWEB_0082,Masoor dal (boiled),Masoor dal (boiled),Pulses & legumes,katori,200,160,240,0.6,111.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21).",63.22,50.58,75.86,High,0.45,28.27,"Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",masoor dal | Masoor Dal | Masoor dal | masoordal(boiled) | masoordal,"Masoor dal (boiled) | aliases: masoor dal, Masoor Dal, Masoor dal, masoordal(boiled), masoordal | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 111.8 | GL_median: 63.22 | GL_category: High | available_carbs_g: 28.27 | confidence_score: 0.45 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21). | notes: Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghe...",45.232,PASS,28.27,45.232
INDWEB_0083,Moong dal (boiled),Moong dal (boiled),Pulses & legumes,katori,200,160,240,0.6,111.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21).",63.22,50.58,75.86,High,0.45,28.27,"Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",moong dal | Moong dal | Moong Dal | moongdal(boiled) | moongdal,"Moong dal (boiled) | aliases: moong dal, Moong dal, Moong Dal, moongdal(boiled), moongdal | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 111.8 | GL_median: 63.22 | GL_category: High | available_carbs_g: 28.27 | confidence_score: 0.45 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21). | notes: Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghe...",45.232,PASS,28.27,45.232
INDWEB_0084,Toor dal (boiled),Toor dal (boiled),Pulses & legumes,katori,200,160,240,0.6,111.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21).",63.22,50.58,75.86,High,0.45,28.27,"Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",Toor Dal | toor dal | Toor dal | toordal(boiled) | toordal,"Toor dal (boiled) | aliases: Toor Dal, toor dal, Toor dal, toordal(boiled), toordal | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 111.8 | GL_median: 63.22 | GL_category: High | available_carbs_g: 28.27 | confidence_score: 0.45 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21). | notes: Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghe...",45.232,PASS,28.27,45.232
INDWEB_0085,Urad dal (boiled),Urad dal (boiled),Pulses & legumes,katori,200,160,240,0.6,111.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21).",63.22,50.58,75.86,High,0.45,28.27,"Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",Urad dal | Urad Dal | urad dal | uraddal(boiled) | uraddal,"Urad dal (boiled) | aliases: Urad dal, Urad Dal, urad dal, uraddal(boiled), uraddal | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 111.8 | GL_median: 63.22 | GL_category: High | available_carbs_g: 28.27 | confidence_score: 0.45 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21). | notes: Per-100g values proxy-mapped to validated source item 'Boiled Amaranth' (food_id=IND_HENRY2021_616); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghe...",45.232,PASS,28.27,45.232
INDWEB_0086,Rajma curry,Rajma curry,Pulses & legumes,katori,200,160,240,0.6,41.0,Henry et al. GI tables (non-Indian cohort),21.1,16.88,25.32,High,0.45,25.73,"Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",rajmacurry,"Rajma curry | aliases: rajmacurry | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 41 | GL_median: 21.1 | GL_category: High | available_carbs_g: 25.73 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",41.168,PASS,25.73,41.168
INDWEB_0087,Chole (chickpea curry),Chole (chickpea curry),Pulses & legumes,katori,200,160,240,0.6,41.0,Henry et al. GI tables (non-Indian cohort),21.1,16.88,25.32,High,0.45,25.73,"Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",chana masala | chole masala | chole(chickpeacurry) | chholay | chole | Chole,"Chole (chickpea curry) | aliases: chana masala, chole masala, chole(chickpeacurry), chholay, chole, Chole | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 41 | GL_median: 21.1 | GL_category: High | available_carbs_g: 25.73 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",41.168,PASS,25.73,41.168
INDWEB_0088,Kala chana curry,Kala chana curry,Pulses & legumes,katori,200,160,240,0.6,41.0,Henry et al. GI tables (non-Indian cohort),21.1,16.88,25.32,High,0.45,25.73,"Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",kalachanacurry,"Kala chana curry | aliases: kalachanacurry | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 41 | GL_median: 21.1 | GL_category: High | available_carbs_g: 25.73 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",41.168,PASS,25.73,41.168
INDWEB_0089,Lobia (black-eyed peas) curry,Lobia (black-eyed peas) curry,Pulses & legumes,katori,200,160,240,0.6,41.0,Henry et al. GI tables (non-Indian cohort),21.1,16.88,25.32,High,0.45,25.73,"Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.17; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",lobia (black eyed peas) curry | Lobia (black eyed peas) curry | Lobia   curry | Lobia curry | lobia curry | lobiacurry,"Lobia (black-eyed peas) curry | aliases: lobia (black eyed peas) curry, Lobia (black eyed peas) curry, Lobia   curry, Lobia curry, lobia curry, lobiacurry | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 41 | GL_median: 21.1 | GL_category: High | available_carbs_g: 25.73 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Curry Puff' (food_id=NONIND_0026); mapping_score=0.17; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",41.168,PASS,25.73,41.168
INDWEB_0090,Chole kulche (combo),Chole kulche (combo),Pulses & legumes,portion,200,160,240,0.6,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,24.26,19.41,29.11,High,0.62,17.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Chole Kulche' (food_id=T3_0108).",chana masala | chole kulche | Chole kulche | Chole Kulche | chole masala | cholekulche(combo) | cholekulche | chholay,"Chole kulche (combo) | aliases: chana masala, chole kulche, Chole kulche, Chole Kulche, chole masala, cholekulche(combo), cholekulche, chholay | category: Pulses & legumes | serving_type: portion | serving_g: 160(min 200 max 240) | GI: 70 | GL_median: 24.26 | GL_category: High | available_carbs_g: 17.33 | confidence_score: 0.62 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",27.728,PASS,17.33,27.728
INDWEB_0091,Rajma chawal (combo),Rajma chawal (combo),Pulses & legumes,portion,200,160,240,0.6,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,26.28,21.02,31.54,High,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Tomato and Basil' (food_id=WEST_IN_0090).",Rajma chawal | rajma chawal | Rajma Chawal | rajmachawal(combo) | rajmachawal,"Rajma chawal (combo) | aliases: Rajma chawal, rajma chawal, Rajma Chawal, rajmachawal(combo), rajmachawal | category: Pulses & legumes | serving_type: portion | serving_g: 160(min 200 max 240) | GI: 70.4 | GL_median: 26.28 | GL_category: High | available_carbs_g: 18.67 | confidence_score: 0.72 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",29.872,PASS,18.67,29.872
INDWEB_0092,Kadhi (plain),Kadhi (plain),Pulses & legumes,katori,200,160,240,0.6,60.0,Henry et al. GI tables (non-Indian cohort),17.9,14.32,21.48,Medium,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",kadhi(plain) | Kadhi | kadhi,"Kadhi (plain) | aliases: kadhi(plain), Kadhi, kadhi | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 60 | GL_median: 17.9 | GL_category: Medium | available_carbs_g: 14.92 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/...",23.872,PASS,14.92,23.872
INDWEB_0093,Punjabi kadhi,Punjabi kadhi,Pulses & legumes,portion,200,160,240,0.6,70.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 119; n=30 Healthy; ref food/time: Glucose/2h participants; portion 236 g provides 50 g available carbs (table page 21).",19.84,15.87,23.81,Medium,0.9,14.13,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Ponni' (food_id=IND_HENRY2021_620).",punjabikadhi,"Punjabi kadhi | aliases: punjabikadhi | category: Pulses & legumes | serving_type: portion | serving_g: 160(min 200 max 240) | GI: 70.2 | GL_median: 19.84 | GL_category: Medium | available_carbs_g: 14.13 | confidence_score: 0.9 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 119; n=30 Healthy; ref food/time: Glucose/2h participants; portion 236 g provides 50 g available carbs (table page 21). | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",22.608,PASS,14.13,22.608
INDWEB_0094,Gujarati kadhi,Gujarati kadhi,Pulses & legumes,katori,200,160,240,0.6,46.3,Henry et al. GI tables (non-Indian cohort),16.48,13.18,19.78,Medium,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Greenleafy Curry with Gravy' (food_id=NONIND_0684).",gujaratikadhi,"Gujarati kadhi | aliases: gujaratikadhi | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 46.3 | GL_median: 16.48 | GL_category: Medium | available_carbs_g: 17.8 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",28.48,PASS,17.8,28.48
INDWEB_0095,Sindhi kadhi,Sindhi kadhi,Pulses & legumes,portion,200,160,240,0.6,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,31.24,24.99,37.49,High,0.72,22.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Paneer Makhani' (food_id=WEST_IN_0066).",sindhikadhi,"Sindhi kadhi | aliases: sindhikadhi | category: Pulses & legumes | serving_type: portion | serving_g: 160(min 200 max 240) | GI: 68.9 | GL_median: 31.24 | GL_category: High | available_carbs_g: 22.67 | confidence_score: 0.72 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",36.272,PASS,22.67,36.272
INDWEB_0096,Avial,Avial,Pulses & legumes,portion,200,160,240,0.6,44.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 116.34 g provides 50 g available carbs (table page 21).",25.22,20.18,30.26,High,0.9,28.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Popped Amaranth' (food_id=IND_HENRY2021_617).",,"Avial | category: Pulses & legumes | serving_type: portion | serving_g: 160(min 200 max 240) | GI: 44 | GL_median: 25.22 | GL_category: High | available_carbs_g: 28.67 | confidence_score: 0.9 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 116.34 g provides 50 g available carbs (table page 21). | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",45.872,PASS,28.67,45.872
INDWEB_0097,Kootu,Kootu,Pulses & legumes,plate,200,160,240,0.6,83.1,Henry et al. GI tables (non-Indian cohort),29.58,23.66,35.5,High,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Polished Rice' (food_id=NONIND_0148).",,"Kootu | category: Pulses & legumes | serving_type: plate | serving_g: 160(min 200 max 240) | GI: 83.1 | GL_median: 29.58 | GL_category: High | available_carbs_g: 17.8 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",28.48,PASS,17.8,28.48
INDWEB_0098,Poriyal (beans),Poriyal (beans),Pulses & legumes,portion,200,160,240,0.6,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,22.8,18.24,27.36,High,0.71,16.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Pepperoni' (food_id=WEST_IN_0070).",poriyal(beans) | poriyal | Poriyal,"Poriyal (beans) | aliases: poriyal(beans), poriyal, Poriyal | category: Pulses & legumes | serving_type: portion | serving_g: 160(min 200 max 240) | GI: 68.4 | GL_median: 22.8 | GL_category: High | available_carbs_g: 16.67 | confidence_score: 0.71 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",26.672,PASS,16.67,26.672
INDWEB_0100,Chana saag,Chana saag,Pulses & legumes,katori,200,160,240,0.6,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,39.2,31.36,47.04,High,0.82,56.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Chana Chaat' (food_id=T2_0090).",chanasaag,"Chana saag | aliases: chanasaag | category: Pulses & legumes | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 35 | GL_median: 39.2 | GL_category: High | available_carbs_g: 56 | confidence_score: 0.82 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",89.6,PASS,56.0,89.6
