food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_IN_0143,Grilled Sandwich Mushroom,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0144,Grilled Sandwich Paneer Bhurji,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0145,Grilled Sandwich Paneer Tikka,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0146,Grilled Sandwich Tomato,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0147,Grilled Sandwich Tuna,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0148,Grilled Sandwich Tuna Mayo,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0149,Grilled Sandwich Veg,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0150,Grilled Sandwich Veg Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0151,Panini BBQ Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0152,Panini Cheese,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0153,Panini Cheese Corn,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0154,Panini Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0155,Panini Chicken Tikka,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0156,Panini Corn Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0157,Panini Cucumber,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0158,Panini Egg,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0159,Panini Egg Mayo,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0160,Panini Mushroom,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0161,Panini Paneer Bhurji,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0162,Panini Paneer Tikka,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0163,Panini Tomato,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0164,Panini Tuna,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0165,Panini Tuna Mayo,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0166,Panini Veg,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0167,Panini Veg Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0168,Sandwich BBQ Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0169,Sandwich Cheese,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0170,Sandwich Cheese Corn,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0171,Sandwich Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0172,Sandwich Chicken Tikka,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0173,Sandwich Corn Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0174,Sandwich Cucumber,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0175,Sandwich Egg,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0176,Sandwich Egg Mayo,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0177,Sandwich Mushroom,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0178,Sandwich Paneer Bhurji,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0179,Sandwich Paneer Tikka,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0180,Sandwich Tomato,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0181,Sandwich Tuna,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0182,Sandwich Tuna Mayo,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0183,Sandwich Veg,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0184,Sandwich Veg Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0185,Burrito Chicken,Western foods (India) - Wraps & Tex-Mex,69.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: cooked white rice from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,20.8,15.5,26.1,High,0.71,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burrito.
WEST_IN_0186,Burrito Veg,Western foods (India) - Wraps & Tex-Mex,70.8,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: cooked white rice from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,21.2,15.8,26.6,High,0.71,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burrito.
WEST_IN_0187,Nachos with Cheese,Western foods (India) - Wraps & Tex-Mex,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,24.9,18.5,31.3,High,0.71,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nachos.
WEST_IN_0188,Nachos with Salsa,Western foods (India) - Wraps & Tex-Mex,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,24.9,18.5,31.3,High,0.71,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nachos.
WEST_IN_0189,Quesadilla Cheese,Western foods (India) - Wraps & Tex-Mex,70.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,17.5,13.0,22.0,Medium,0.71,100,25.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: quesadilla.
WEST_IN_0190,Quesadilla Chicken,Western foods (India) - Wraps & Tex-Mex,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,17.0,12.6,21.4,Medium,0.71,100,25.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: quesadilla.
WEST_IN_0191,Shawarma Wrap Chicken,Western foods (India) - Wraps & Tex-Mex,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,14.3,10.7,17.9,Medium,0.72,100,21.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: shawarma (meat-heavy).
WEST_IN_0192,Shawarma Wrap Paneer,Western foods (India) - Wraps & Tex-Mex,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,14.4,10.8,18.0,Medium,0.72,100,21.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: shawarma (meat-heavy).
WEST_IN_0193,Shawarma Wrap Veg,Western foods (India) - Wraps & Tex-Mex,69.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,14.6,10.9,18.3,Medium,0.72,100,21.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: shawarma (meat-heavy).
WEST_IN_0194,Tacos Chicken,Western foods (India) - Wraps & Tex-Mex,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.0,11.2,18.8,Medium,0.71,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: taco.
WEST_IN_0195,Tacos Veg,Western foods (India) - Wraps & Tex-Mex,69.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.3,11.4,19.2,Medium,0.71,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: taco.
WEST_IN_0196,Wrap Chicken,Western foods (India) - Wraps & Tex-Mex,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,16.3,12.2,20.4,Medium,0.72,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wrap_chicken.
WEST_IN_0197,Wrap Chicken Seekh,Western foods (India) - Wraps & Tex-Mex,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,16.3,12.2,20.4,Medium,0.72,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wrap_chicken.
WEST_IN_0198,Wrap Falafel,Western foods (India) - Wraps & Tex-Mex,70.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,18.9,14.1,23.7,Medium,0.72,100,27.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wrap_veg.
WEST_IN_0199,Wrap Paneer,Western foods (India) - Wraps & Tex-Mex,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,18.5,13.8,23.2,Medium,0.72,100,27.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wrap_veg.
WEST_IN_0200,Wrap Paneer Tikka,Western foods (India) - Wraps & Tex-Mex,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,18.5,13.8,23.2,Medium,0.72,100,27.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wrap_veg.
WEST_IN_0201,Wrap Tandoori Chicken,Western foods (India) - Wraps & Tex-Mex,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,16.3,12.2,20.4,Medium,0.72,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wrap_chicken.
WEST_IN_0202,Wrap Veg,Western foods (India) - Wraps & Tex-Mex,69.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,18.8,14.1,23.5,Medium,0.72,100,27.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wrap_veg.
WEST_IN_0203,Wrap Veg Seekh,Western foods (India) - Wraps & Tex-Mex,69.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,18.8,14.1,23.5,Medium,0.72,100,27.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wrap_veg.
WEST_IN_0204,Fusilli Pesto,Western foods (India) - Pasta,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.6,9.7,15.5,Medium,0.78,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.
WEST_IN_0205,Lasagna Chicken,Western foods (India) - Pasta,40.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,8.0,6.2,9.8,Low,0.78,100,20.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: lasagna.
WEST_IN_0206,Lasagna Veg,Western foods (India) - Pasta,41.5,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,8.3,6.4,10.2,Low,0.78,100,20.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: lasagna.
WEST_IN_0207,Mac and Cheese,Western foods (India) - Pasta,40.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.6,7.4,11.8,Low,0.78,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_mac_cheese.
WEST_IN_0208,Pasta Alfredo,Western foods (India) - Pasta,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.8,9.1,14.5,Medium,0.78,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_white.
WEST_IN_0209,Pasta Pink Sauce,Western foods (India) - Pasta,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.8,9.1,14.5,Medium,0.78,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_white.
WEST_IN_0210,Pasta White Sauce,Western foods (India) - Pasta,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.8,9.1,14.5,Medium,0.78,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_white.
WEST_IN_0211,Penne Arrabbiata,Western foods (India) - Pasta,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.6,9.7,15.5,Medium,0.78,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.
WEST_IN_0212,Penne Red Sauce,Western foods (India) - Pasta,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.6,9.7,15.5,Medium,0.78,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.
WEST_IN_0213,Spaghetti Tomato Sauce,Western foods (India) - Pasta,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.6,9.7,15.5,Medium,0.78,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.
WEST_IN_0214,Chow Mein,Western/Asian (India) - Noodles,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.5,8.7,14.3,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.
WEST_IN_0215,Garlic Noodles,Western/Asian (India) - Noodles,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.5,8.7,14.3,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.
WEST_IN_0216,Hakka Noodles,Western/Asian (India) - Noodles,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.5,8.7,14.3,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.
WEST_IN_0217,Instant Noodles (chicken),Western/Asian (India) - Noodles,39.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.7,10.4,17.0,Medium,0.74,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_instant.
WEST_IN_0218,Instant Noodles (veg),Western/Asian (India) - Noodles,40.8,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,14.3,10.8,17.8,Medium,0.74,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_instant.
WEST_IN_0219,Ramen Chicken,Western/Asian (India) - Noodles,39.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,8.6,6.5,10.7,Low,0.74,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: ramen.
