food_id,canonical_name,canonical_name_original,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
T2_0103,Lobia Chawal,"Lobia chawal (1:1, cooked)",Mixed meals,58.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.6,9.05,14.15,Medium,0.78,100,20.0,Weighted GI method; recipe-based.
NONIND_0005,Loimaikai,Loimaikai,Non-Indian reference food,94.0,Henry et al. GI tables (non-Indian cohort),31.5,28.4,34.7,High,0.88,100,33.6,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0024,Lomaigai,Lomaigai,Non-Indian reference food,106.0,Henry et al. GI tables (non-Indian cohort),30.0,27.0,33.0,High,0.88,100,28.3,Original country: Singapore. Renamed generically for Indian audience.
T1_0522,Long Grain Par Boiled,"Long grain, parboiled",Grains & staples,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #522",16.67,15.34,18.0,Medium,0.92,100,24.67,Normalized to 100g from table serving 150g with 37g available carbs and GL 25.
T1_0525,Long Grain White Rice in,Long Grain White Rice in,Grains & staples,90.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #525",29.33,26.98,31.68,High,0.92,100,38.67,Normalized to 100g from table serving 150g with 58g available carbs and GL 44.
NONIND_0350,Longgrain Rice,Longgrainrice,Non-Indian reference food,60.0,Henry et al. GI tables (non-Indian cohort),18.0,16.2,19.8,Medium,0.88,100,30.0,Original country: Japan. Renamed generically for Indian audience.
NONIND_0785,Loubiehbzet,Loubiehbzet,Non-Indian reference food,12.8,Henry et al. GI tables (non-Indian cohort),2.7,2.4,2.9,Low,0.88,100,20.8,Original country: Lebanon. Renamed generically for Indian audience.
NONIND_0305,Lowproteinwhite Rice,Lowproteinwhiterice(Tei-Tanpakugohan),Non-Indian reference food,86.0,Henry et al. GI tables (non-Indian cohort),34.7,31.2,38.1,High,0.88,100,40.3,Original country: Japan. Renamed generically for Indian audience.
T1_0667,Lu Petit Dejeuner Milk and Cereals,LU Petit Dejeuner Milk and Cereals (2004),Dairy,55.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #667",38.0,34.96,41.04,High,0.92,100,68.0,Normalized to 100g from table serving 50g with 34g available carbs and GL 19.
NONIND_0550,Luceayam Boiled,"Luceayam,Boiled",Non-Indian reference food,74.0,Henry et al. GI tables (non-Indian cohort),13.5,12.1,14.8,Medium,0.88,100,18.2,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0551,Luceayam Roasted,"Luceayam,Roasted",Non-Indian reference food,77.0,Henry et al. GI tables (non-Indian cohort),19.4,17.5,21.4,Medium,0.88,100,25.2,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0717,Lulu,Lulu(Dates),Non-Indian reference food,43.8,Henry et al. GI tables (non-Indian cohort),29.8,26.8,32.7,High,0.88,100,67.9,Original country: UnitedArab. Renamed generically for Indian audience.
WEST_IN_0207,Mac and Cheese,Mac and Cheese,Western foods (India) - Pasta,40.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.6,7.4,11.8,Low,0.78,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_mac_cheese.
NONIND_0256,Macaroons with Coconut Flour,Macaroons+Coconutflour,Non-Indian reference food,45.7,Henry et al. GI tables (non-Indian cohort),9.1,8.2,10.1,Low,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0739,Machbous,Machbous(Fish),Non-Indian reference food,60.0,Henry et al. GI tables (non-Indian cohort),10.8,9.7,11.9,Medium,0.88,100,18.1,Original country: UnitedArab. Renamed generically for Indian audience.
T3_0115,Maggi Style Masala Noodles,Maggi-style masala noodles,Mixed meals,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,15.4,9.24,21.56,Medium,0.6,100,22.0,Processed noodles; recipe-based.
NONIND_0518,Mai Lai Cake,‘Mai-Lai’Cake,Non-Indian reference food,61.0,Henry et al. GI tables (non-Indian cohort),26.8,24.1,29.4,High,0.88,100,43.9,Original country: Hong. Renamed generically for Indian audience.
IND_HENRY2021_701,Maize,Maize,Other,75.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",15.0,13.8,16.2,Medium,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.6.
T1_0499,Maize Flour Made Into Chapatti,"Maize (Zea Mays), flour made into chapatti (India)",Breads & flatbreads,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #499",26.67,24.54,28.8,High,0.92,100,43.33,Normalized to 100g from table serving 30g with 13g available carbs and GL 8.
NONIND_0440,Majiapomelo,Majiapomelo,Non-Indian reference food,78.3,Henry et al. GI tables (non-Indian cohort),31.3,28.2,34.5,High,0.88,100,40.0,Original country: China. Renamed generically for Indian audience.
T2_0112,Makhana,Makhana (roasted),Snacks,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,19.25,15.4,23.1,High,0.8,100,55.0,Dry snack; carb-dense per 100g.
NONIND_0770,Maktoomi,Maktoomi,Non-Indian reference food,71.0,Henry et al. GI tables (non-Indian cohort),51.8,46.6,57.0,High,0.88,100,73.0,Original country: SaudiArabia. Renamed generically for Indian audience.
T4_0004,Malai Kofta,Malai kofta,Mixed meals,55.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.9,5.45,14.36,Low,0.55,100,18.0,Fried kofta + sweet gravy.
NONIND_0001,Malay Style Fried Rice,Malay-Stylefriedrice,Non-Indian reference food,99.0,Henry et al. GI tables (non-Indian cohort),13.1,11.8,14.4,Medium,0.88,100,13.3,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0266,Mamon Ordinary,"Mamon,Ordinary",Non-Indian reference food,48.0,Henry et al. GI tables (non-Indian cohort),20.0,18.0,22.0,Medium,0.88,100,41.7,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0267,Mamon Sugar Free,"Mamon,Sugar-Free",Non-Indian reference food,48.0,Henry et al. GI tables (non-Indian cohort),21.8,19.6,24.0,High,0.88,100,45.5,Original country: Philippines. Renamed generically for Indian audience.
T4_0017,Manchurian,Manchurian (gobi),Mixed meals,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.0,6.6,17.4,Medium,0.55,100,20.0,Fried cauliflower.
IND_HENRY2021_606,Mango,Mango (Raspuri),Breads & fermented,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",7.3,6.72,7.88,Low,0.92,100,20.8,Computed carbs per 100 g using study portion: 25 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0288,Mango Carabao Ripe,"Mango,Carabao,Ripe",Non-Indian reference food,46.0,Henry et al. GI tables (non-Indian cohort),6.5,5.9,7.2,Low,0.88,100,14.2,Original country: Philippines. Renamed generically for Indian audience.
T2_0067,Masala Dosa,Masala dosa,Mixed meals,85.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,18.7,14.96,22.44,Medium,0.8,100,22.0,Potato filling; recipe-based.
T4_0091,Masala Fries,Masala fries,Snacks,78.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.76,18.02,47.5,High,0.55,100,42.0,Spiced fries.
T2_0080,Masoor Dal,"Masoor dal (plain, cooked)",Pulses & legumes,30.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.2,3.7,4.7,Low,0.88,100,14.0,Plain dal; estimated.
T3_0042,Masoor Khichdi,Masoor khichdi,Mixed meals,52.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.36,6.55,12.17,Low,0.7,100,18.0,Rice+masoor; recipe-based.
T3_0014,Matar Paneer,Matar paneer,Mixed meals,45.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.4,3.89,6.91,Low,0.72,100,12.0,Peas add carbs.
T4_0100,Meal Replacement Shake,Meal replacement shake,Beverages,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.8,5.94,15.66,Medium,0.55,100,18.0,Packaged formula.
T1_0593,Medium Grain Brown Rice in,Medium Grain Brown Rice in,Grains & staples,90.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #593",20.0,18.4,21.6,High,0.92,100,34.0,Normalized to 100g from table serving 150g with 51g available carbs and GL 30.
T1_0526,Medium Grain White Rice Boiled,"Medium grain white rice, boiled",Grains & staples,12.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #526",19.33,17.78,20.88,High,0.92,100,26.0,Normalized to 100g from table serving 150g with 39g available carbs and GL 29.
NONIND_0775,Medjool,Medjool,Non-Indian reference food,55.3,Henry et al. GI tables (non-Indian cohort),39.2,35.3,43.1,High,0.88,100,70.9,Original country: SaudiArabia. Renamed generically for Indian audience.
T2_0095,Medu Vada,Medu vada (plain),Snacks,75.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,16.5,13.2,19.8,Medium,0.8,100,22.0,Fried urad batter; recipe-based.
NONIND_0003,Meegoreng,Meegoreng,Non-Indian reference food,91.0,Henry et al. GI tables (non-Indian cohort),14.7,13.3,16.2,Medium,0.88,100,16.2,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0004,Meesiam,Meesiam,Non-Indian reference food,88.0,Henry et al. GI tables (non-Indian cohort),6.7,6.0,7.4,Low,0.88,100,7.6,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0786,Meghleh,Meghleh,Non-Indian reference food,49.5,Henry et al. GI tables (non-Indian cohort),6.3,5.7,7.0,Low,0.88,100,12.8,Original country: Lebanon. Renamed generically for Indian audience.
NONIND_0787,Mehshemalfouf,Mehshemalfouf,Non-Indian reference food,67.9,Henry et al. GI tables (non-Indian cohort),6.5,5.8,7.1,Low,0.88,100,9.5,Original country: Lebanon. Renamed generically for Indian audience.
T4_0108,Midnight Biryani,Midnight biryani (street),Mixed meals,68.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.04,9.52,28.56,High,0.5,100,28.0,Rice dominant; variable.
NONIND_0274,Miki,Miki(Plain Wheat Noodles),Non-Indian reference food,47.0,Henry et al. GI tables (non-Indian cohort),23.7,21.4,26.1,High,0.88,100,50.5,Original country: Philippines. Renamed generically for Indian audience.
T3_0142,Milk,Milk (full fat),Dairy,30.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,1.5,1.12,1.88,Low,0.75,100,5.0,Low carbs.
T4_0134,Milk Based Dessert Drink,Milk-based dessert drink,Beverages,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.1,4.73,13.47,Low,0.52,100,14.0,Sugar-sweetened.
T1_0798,Milk Fat with Added Omega,"Milk, fat with added omega",Dairy,3.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #798",1.2,1.1,1.3,Low,0.92,100,6.0,Normalized to 100g from table serving 250g with 15g available carbs and GL 3.
WEST_IN_0268,Milk Shake,Milkshake (chocolate),Western foods (India) - Beverages,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.2,7.1,11.3,Low,0.78,100,18.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: milkshake.
T4_0131,Milk Tea,"Milk tea (street, sweet)",Beverages,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.5,3.38,9.62,Low,0.52,100,10.0,Sugar-sweetened.
T1_0579,Milled High Amylose Rice,"Milled (white), high amylose (IR 42) rice",Grains & staples,66.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #579",18.67,17.18,20.16,Medium,0.92,100,28.67,Normalized to 100g from table serving 150g with 43g available carbs and GL 28.
T2_0034,Millet Appam,Millet appam (plain),Mixed meals,70.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,15.4,12.32,18.48,Medium,0.8,100,22.0,Fermented batter; estimate.
IND_HENRY2021_719,Millet Baseddosa,Millet-baseddosa,Grains & staples,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",7.4,6.81,7.99,Low,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_720,Millet Baseddumpling,Millet-baseddumpling,Grains & staples,48.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",9.6,8.64,10.56,Low,0.9,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_718,Millet Basedroti,Millet-basedroti,Grains & staples,53.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",10.6,9.75,11.45,Medium,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
T2_0033,Millet Idiyappam,Millet idiyappam (plain),Mixed meals,68.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,19.04,15.23,22.85,High,0.8,100,28.0,String hoppers; estimate.
T2_0025,Millet Khichdi,Millet khichdi (millet + moong),Mixed meals,52.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.36,7.39,11.33,Low,0.79,100,18.0,Weighted GI method; recipe-based.
T2_0024,Millet Pongal,"Millet pongal (ven pongal, millet)",Mixed meals,60.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.8,8.64,12.96,Medium,0.8,100,18.0,Pongal variant; recipe-based estimate.
NONIND_0439,Millet Porridge,Milletporridge,Non-Indian reference food,93.6,Henry et al. GI tables (non-Indian cohort),8.5,7.7,9.4,Low,0.88,100,9.1,Original country: China. Renamed generically for Indian audience.
T2_0023,Millet Upma,Millet upma (foxtail millet),Mixed meals,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.0,8.91,13.09,Medium,0.81,100,20.0,Upma variant; recipe-based estimate.
T3_0086,Misal Pav,Misal pav,Mixed meals,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16.8,10.75,22.85,Medium,0.64,100,24.0,Usal + pav; recipe-based.
IND_HENRY2021_634,Misiparantha,Misiparantha,Other,40.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 125; n=None None; ref food/time: Glucose/2.5h participants; portion 50 g provides 10 g available carbs (table page 22).",8.1,7.29,8.91,Low,0.9,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0273,Misua,Misua(Plain Wheat Noodles),Non-Indian reference food,46.0,Henry et al. GI tables (non-Indian cohort),32.4,29.2,35.6,High,0.88,100,70.4,Original country: Philippines. Renamed generically for Indian audience.
T4_0142,Mithai Mix,Mithai mix (assorted),Sweets & desserts,80.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.0,16.0,48.0,High,0.48,100,40.0,Highly variable.
T3_0013,Mixed Veg Curry,Mixed veg curry,Mixed meals,35.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.5,2.52,4.48,Low,0.72,100,10.0,Mixed vegetables; carbs vary.
IND_HENRY2021_706,Mixedminimeal Wheat Pearl Barley and,"Mixedminimeal:wheat,pearlbarleyand",Grains & staples,71.9,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 146; n=None None; ref food/time: Healthy Glucose/2h Bengalgramflour(besan)mixwithchana participants whole(unhuskedchana+curd); portion 50 g provides 12 g available carbs (table page 24).",17.3,15.57,19.03,Medium,0.9,100,24.0,Computed carbs per 100 g using study portion: 12 g available carbs in 50 g portion. GI SEM/SD reported: 7.4.
T4_0146,Mixture,Mixture (South Indian),Snacks,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,38.5,19.25,57.75,High,0.5,100,55.0,Fried snacks.
NONIND_0224,Mocaf Black Rice Flakes Added with Jack,Mocaf-Blackriceflakesaddedwithjack,Non-Indian reference food,52.6,Henry et al. GI tables (non-Indian cohort),45.8,41.2,50.4,High,0.88,100,87.1,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0223,Mocaf Black Rice Flakes with Black,Mocaf-Blackriceflakeswithblack,Non-Indian reference food,50.2,Henry et al. GI tables (non-Indian cohort),39.3,35.4,43.3,High,0.88,100,78.4,Original country: Indonesia. Renamed generically for Indian audience.
WEST_IN_0271,Mocha,Mocha (sweetened),Western foods (India) - Beverages,49.2,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.9,3.0,4.8,Low,0.78,100,8.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.
T1_0871,Mochaccino Frozen Yoghurt,Mochaccino frozen yoghurt,Dairy,51.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #871",8.8,8.1,9.5,Low,0.92,100,16.8,Normalized to 100g from table serving 125g with 21g available carbs and GL 11.
T3_0130,Modak,Modak,Sweets & desserts,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,25.5,14.79,36.21,High,0.58,100,30.0,Rice flour + jaggery; recipe-based.
NONIND_0530,Moon Cake S,Mooncakes,Non-Indian reference food,56.0,Henry et al. GI tables (non-Indian cohort),35.0,31.5,38.5,High,0.88,100,62.5,Original country: Hong. Renamed generically for Indian audience.
T2_0078,Moong Dal,"Moong dal (plain, cooked)",Pulses & legumes,32.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.48,3.94,5.02,Low,0.88,100,14.0,Plain dal; GL estimated per 100g cooked dal.
T2_0091,Moong Dal Chilla,Moong dal chilla (plain),Mixed meals,42.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.4,6.97,9.83,Low,0.83,100,20.0,Pulse pancake; estimated.
T3_0016,Moong Dal Tadka,Moong dal tadka,Mixed meals,35.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.9,3.63,6.17,Low,0.74,100,14.0,Cooked dal + tadka.
T3_0043,Moong Khichdi,Moong khichdi,Mixed meals,50.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.0,6.3,11.7,Low,0.7,100,18.0,Rice+moong; recipe-based.
NONIND_0436,Mp 1 No 1 Millet Pan Cake,"Mp-1,No.1Milletpancake(75.0%Milletflour",Non-Indian reference food,83.0,Henry et al. GI tables (non-Indian cohort),29.4,26.5,32.4,High,0.88,100,35.5,Original country: China. Renamed generically for Indian audience.
NONIND_0435,Msb Millet S Tea Med Bread,"Msb,Milletsteamedbread",Non-Indian reference food,89.6,Henry et al. GI tables (non-Indian cohort),44.8,40.3,49.3,High,0.88,100,50.0,Original country: China. Renamed generically for Indian audience.
NONIND_0089,Muffin,Muffin,Non-Indian reference food,58.0,Henry et al. GI tables (non-Indian cohort),29.6,26.6,32.6,High,0.88,100,51.0,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0731,Muhalla Bread,Muhallabread,Non-Indian reference food,77.0,Henry et al. GI tables (non-Indian cohort),52.1,46.9,57.3,High,0.88,100,67.7,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0059,Multi Grains Bread,Multi-Grainsbread,Non-Indian reference food,56.0,Henry et al. GI tables (non-Indian cohort),24.2,21.8,26.6,High,0.88,100,43.2,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0246,Multigrainloaf with Coconut Flour,Multigrainloaf+Coconutflour,Non-Indian reference food,85.2,Henry et al. GI tables (non-Indian cohort),17.0,15.3,18.7,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0161,Mung Bean,Mungbean(Phaseolusaureus),Non-Indian reference food,76.0,Henry et al. GI tables (non-Indian cohort),20.0,18.0,22.0,Medium,0.88,100,26.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0481,Mung Bean Noodles,Mungbeannoodles,Non-Indian reference food,28.0,Henry et al. GI tables (non-Indian cohort),5.6,5.0,6.2,Low,0.88,100,20.0,"Original country: Taiwan,China. Renamed generically for Indian audience."
T2_0113,Murmura,Murmura (puffed rice),Snacks,80.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,64.0,51.2,76.8,High,0.8,100,80.0,Very carb-dense per 100g.
T3_0096,Murmura Chivda,Murmura chivda,Snacks,75.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,52.5,31.5,73.5,High,0.6,100,70.0,Dry snack; carb-dense.
NONIND_0123,Muscovadosugar,Muscovadosugar,Non-Indian reference food,69.0,Henry et al. GI tables (non-Indian cohort),65.6,59.0,72.1,High,0.88,100,95.1,Original country: Malaysia. Renamed generically for Indian audience.
T4_0085,Mushroom Soup,Mushroom soup,Mixed meals,45.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.7,1.51,3.89,Low,0.56,100,6.0,Low carb.
T3_0132,Mysore Pak,Mysore pak,Sweets & desserts,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,34.0,19.04,48.96,High,0.56,100,40.0,Sugar + ghee + besan; recipe-based.
T2_0049,Naan,Naan (plain),Breads & flatbreads,75.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,33.75,28.35,39.15,High,0.84,100,45.0,Refined flour bread; estimated.
NONIND_0772,Nabtat Ali,Nabtat-Ali,Non-Indian reference food,59.9,Henry et al. GI tables (non-Indian cohort),43.2,38.9,47.6,High,0.88,100,72.2,Original country: SaudiArabia. Renamed generically for Indian audience.
WEST_IN_0187,Nachos with Cheese,Nachos with Cheese,Western foods (India) - Wraps & Tex-Mex,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,24.9,18.5,31.3,High,0.71,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nachos.
WEST_IN_0188,Nachos with Salsa,Nachos with Salsa,Western foods (India) - Wraps & Tex-Mex,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,24.9,18.5,31.3,High,0.71,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nachos.
T4_0145,Namkeen Mix,Namkeen mix,Snacks,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,38.5,19.25,57.75,High,0.5,100,55.0,Fried snacks.
IND_HENRY2021_626,Namkeensev,Namkeensev (with driedbottlegourdpulp,Other,21.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 121; n=None None; ref food/time: Healthy Glucose/2h powder)[bengalgramflour+kidneybean participants flour+DBPP(40:40:20)]; portion 50 g provides 10 g available carbs (table page 21).",4.4,3.96,4.84,Low,0.9,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0030,Nasilemak,Nasilemak,Non-Indian reference food,66.0,Henry et al. GI tables (non-Indian cohort),18.4,16.6,20.3,Medium,0.88,100,27.9,Original country: Singapore. Renamed generically for Indian audience.
T4_0007,Navratan Korma,Navratan korma,Mixed meals,45.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.3,3.47,9.13,Low,0.55,100,14.0,Sweetened gravy; recipe varies.
T2_0065,Neer Dosa,Neer dosa,Mixed meals,72.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,17.28,14.17,20.39,Medium,0.82,100,24.0,Thin rice dosa; estimate.
T3_0057,Neer Dosa with Chutney,Neer dosa + chutney,Mixed meals,68.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.6,8.98,18.22,Medium,0.66,100,20.0,Thin dosa; recipe-based.
NONIND_0548,Negroyam Boiled,"Negroyam,Boiled",Non-Indian reference food,73.0,Henry et al. GI tables (non-Indian cohort),15.5,14.0,17.1,Medium,0.88,100,21.3,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0549,Negroyam Roasted,"Negroyam,Roasted",Non-Indian reference food,73.0,Henry et al. GI tables (non-Indian cohort),18.8,16.9,20.7,Medium,0.88,100,25.7,Original country: WestIndia. Renamed generically for Indian audience.
T3_0136,Nimbu Pani,Nimbu pani (sweetened),Beverages,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,7.0,4.62,9.38,Low,0.66,100,10.0,Sugar drink; estimate.
NONIND_0121,Nipasugar,Nipasugar,Non-Indian reference food,58.0,Henry et al. GI tables (non-Indian cohort),50.3,45.3,55.4,High,0.88,100,86.8,Original country: Malaysia. Renamed generically for Indian audience.
