food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_0330,Chocolate cake (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0331,Chocolate cake (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0332,Chocolate cake (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0333,Chocolate cake (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0334,Chocolate cake (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0335,Chocolate cake,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0336,Chocolate cake (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0337,Pastry (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0338,Pastry (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0339,Pastry (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0340,Pastry (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0341,Pastry (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0342,Pastry (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0343,Pastry,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0344,Pastry (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0345,Waffle (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0346,Waffle (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0347,Waffle (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0348,Waffle (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0349,Waffle (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0350,Waffle (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0351,Waffle,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0352,Waffle (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0353,Pancake (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0354,Pancake (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0355,Pancake (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0356,Pancake (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0357,Pancake (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0358,Pancake (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0359,Pancake,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0360,Pancake (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0361,Soft drink (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0362,Soft drink (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0363,Soft drink (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0364,Soft drink (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0365,Soft drink (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0366,Soft drink (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0367,Soft drink,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0368,Soft drink (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0369,Cola drink (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0370,Cola drink (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0371,Cola drink (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0372,Cola drink (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0373,Cola drink (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0374,Cola drink (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0375,Cola drink,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0376,Cola drink (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0377,Flavoured soda (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0378,Flavoured soda (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0379,Flavoured soda (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0380,Flavoured soda (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0381,Flavoured soda (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0382,Flavoured soda (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0383,Flavoured soda,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0384,Flavoured soda (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0385,Cold coffee (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0386,Cold coffee (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0387,Cold coffee (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0388,Cold coffee (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0389,Cold coffee (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0390,Cold coffee (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0391,Cold coffee,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0392,Cold coffee (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0393,Milkshake (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0394,Milkshake (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0395,Milkshake (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0396,Milkshake (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0397,Milkshake (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0398,Milkshake (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0399,Milkshake,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0400,Milkshake (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0401,Chocolate milk (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0402,Chocolate milk (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0403,Chocolate milk (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0404,Chocolate milk (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0405,Chocolate milk (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0406,Chocolate milk (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0407,Chocolate milk,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0408,Chocolate milk (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
