food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,portion_serving_key,gi,gl_median,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
INDWEBX_00255,Aloo palak,Aloo palak,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00256,Aloo salan,Aloo salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,11.65,18.3,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,48.0,14.98,17.33,8.32,8.32,8.32,100.0,31.19,24.26,38.13
INDWEBX_00257,Arbi bharta,Arbi bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00258,Arbi do pyaza,Arbi do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00259,Arbi dry,Arbi dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00260,Arbi fry,Arbi fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00261,Arbi jalfrezi,Arbi jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00262,Arbi jeera,Arbi jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,11.65,18.3,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,48.0,14.98,17.33,8.32,8.32,8.32,100.0,31.19,24.26,38.13
INDWEBX_00263,Arbi korma,Arbi korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.72,2.71,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,37.0,2.21,3.33,1.23,1.23,1.23,100.0,5.99,4.66,7.33
INDWEBX_00264,Arbi kurma,Arbi kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,27.15,42.66,High,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,sabzi_katori_default,55.8,34.9,34.75,19.39,19.39,19.39,100.0,62.55,48.65,76.45
INDWEBX_00265,Arbi masala,Arbi masala,Vegetables,Sabzi (1 katori),180,140,220,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,11.65,18.3,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,48.0,14.98,17.33,8.32,8.32,8.32,100.0,31.19,24.26,38.13
INDWEBX_00266,Arbi matar gravy,Arbi matar gravy,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.14; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00267,Arbi salan,Arbi salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00268,Baingan do pyaza,Baingan do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00269,Baingan dry,Baingan dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00270,Baingan fry,Baingan fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00271,Baingan jalfrezi,Baingan jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00272,Baingan jeera,Baingan jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,42.95,67.5,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,59.0,55.22,52.0,30.68,30.68,30.68,100.0,93.6,72.8,114.4
INDWEBX_00273,Baingan korma,Baingan korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,11.65,18.3,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,48.0,14.98,17.33,8.32,8.32,8.32,100.0,31.19,24.26,38.13
INDWEBX_00274,Baingan kurma,Baingan kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00275,Baingan masala,Baingan masala,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00276,Baingan salan,Baingan salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00277,Beans bharta,Beans bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,27.15,42.66,High,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,sabzi_katori_default,55.8,34.9,34.75,19.39,19.39,19.39,100.0,62.55,48.65,76.45
INDWEBX_00278,Beans do pyaza,Beans do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,11.65,18.3,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,48.0,14.98,17.33,8.32,8.32,8.32,100.0,31.19,24.26,38.13
INDWEBX_00279,Beans dry,Beans dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,42.95,67.5,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,59.0,55.22,52.0,30.68,30.68,30.68,100.0,93.6,72.8,114.4
INDWEBX_00280,Beans fry,Beans fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00281,Beans jalfrezi,Beans jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00282,Beans jeera,Beans jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00283,Beans korma,Beans korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00284,Beans kurma,Beans kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00285,Beans masala,Beans masala,Vegetables,Sabzi (1 katori),180,140,220,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,42.95,67.5,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,59.0,55.22,52.0,30.68,30.68,30.68,100.0,93.6,72.8,114.4
INDWEBX_00286,Beans salan,Beans salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,11.65,18.3,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,48.0,14.98,17.33,8.32,8.32,8.32,100.0,31.19,24.26,38.13
INDWEBX_00287,Beetroot bharta,Beetroot bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,42.95,67.5,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,59.0,55.22,52.0,30.68,30.68,30.68,100.0,93.6,72.8,114.4
INDWEBX_00288,Beetroot do pyaza,Beetroot do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00289,Beetroot dry,Beetroot dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00290,Beetroot fry,Beetroot fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,27.15,42.66,High,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,sabzi_katori_default,55.8,34.9,34.75,19.39,19.39,19.39,100.0,62.55,48.65,76.45
INDWEBX_00291,Beetroot jalfrezi,Beetroot jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00292,Beetroot jeera,Beetroot jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00293,Beetroot korma,Beetroot korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00294,Beetroot kurma,Beetroot kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,27.15,42.66,High,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,sabzi_katori_default,55.8,34.9,34.75,19.39,19.39,19.39,100.0,62.55,48.65,76.45
INDWEBX_00295,Beetroot masala,Beetroot masala,Vegetables,Sabzi (1 katori),180,140,220,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,27.15,42.66,High,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,sabzi_katori_default,55.8,34.9,34.75,19.39,19.39,19.39,100.0,62.55,48.65,76.45
INDWEBX_00296,Beetroot salan,Beetroot salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00297,Bhindi bharta,Bhindi bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00298,Bhindi do pyaza,Bhindi do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00299,Bhindi dry,Bhindi dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00300,Bhindi fry,Bhindi fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00301,Bhindi jalfrezi,Bhindi jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00302,Bhindi jeera,Bhindi jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00303,Bhindi korma,Bhindi korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00304,Bhindi kurma,Bhindi kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.72,2.71,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,37.0,2.21,3.33,1.23,1.23,1.23,100.0,5.99,4.66,7.33
INDWEBX_00305,Bhindi salan,Bhindi salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.72,2.71,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,37.0,2.21,3.33,1.23,1.23,1.23,100.0,5.99,4.66,7.33
INDWEBX_00306,Brinjal bharta,Brinjal bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
