food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,gl_median_portion,gl_min_portion,gl_max_portion,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
NONIND_0375,Peach,Peach,Non-Indian reference food,portion,105,150,195,0.5,56.5,Henry et al. GI tables (non-Indian cohort),18.83,18.83,18.83,Medium,0.88,33.33333333,Original country: Korea. Renamed generically for Indian audience.,33.33333333,18.83,18.83,18.83,100,portion_100g,18.83,18.83,18.83,33.33,33.33,33.33
NONIND_0370,Pear,Pear,Non-Indian reference food,portion,105,150,195,0.5,35.7,Henry et al. GI tables (non-Indian cohort),11.9,11.9,11.9,Medium,0.88,33.33333333,Original country: Korea. Renamed generically for Indian audience.,33.33333333,11.9,11.9,11.9,100,portion_100g,11.9,11.9,11.9,33.33,33.33,33.33
NONIND_0284,Pear Chinese,"Pear,Chinese",Non-Indian reference food,portion,105,150,195,0.5,29,Henry et al. GI tables (non-Indian cohort),1.99,1.99,1.99,Low,0.88,6.866666667,Original country: Philippines. Renamed generically for Indian audience.,6.866666667,1.99,1.99,1.99,100,portion_100g,1.99,1.99,1.99,6.87,6.87,6.87
T3_0131,Peda,Peda,Sweets & desserts,piece,52,70,88,0.55,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,37.5,37.5,37.5,High,0.58,50,Milk sweet; recipe-based.,50,37.5,37.5,37.5,100,portion_100g,37.5,37.5,37.5,50,50,50
NONIND_0213,Pekawai Chips,Pekawai(Duriokutejensis;Durianspecies)Chips,Non-Indian reference food,packet,18,30,42,0.7,12,Henry et al. GI tables (non-Indian cohort),8,8,8,Low,0.88,66.66666667,Original country: Indonesia. Renamed generically for Indian audience.,66.66666667,8,8,8,100,portion_100g,8,8,8,66.67,66.67,66.67
WEST_IN_0211,Penne Arrabbiata,Penne Arrabbiata,Western foods (India) - Pasta,bowl,188,250,312,0.7,42,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,5.04,5.04,5.04,Low,0.78,12,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.,12,5.04,5.04,5.04,100,portion_100g,5.04,5.04,5.04,12,12,12
WEST_IN_0212,Penne Red Sauce,Penne Red Sauce,Western foods (India) - Pasta,bowl,188,250,312,0.7,42,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,5.04,5.04,5.04,Low,0.78,12,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.,12,5.04,5.04,5.04,100,portion_100g,5.04,5.04,5.04,12,12,12
WEST_IN_0231,Peri Peri Fries,Peri Peri Fries,Western foods (India) - Sides,portion,105,150,195,0.5,64,Proxy GI anchor: french fries from International GI Tables (Atkinson 2008).,14.93,14.93,14.93,Medium,0.75,23.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: fries.,23.33333333,14.93,14.93,14.93,100,portion_100g,14.93,14.93,14.93,23.33,23.33,23.33
NONIND_0372,Persimmon,Persimmon,Non-Indian reference food,portion,105,150,195,0.5,42.9,Henry et al. GI tables (non-Indian cohort),14.3,14.3,14.3,Medium,0.88,33.33333333,Original country: Korea. Renamed generically for Indian audience.,33.33333333,14.3,14.3,14.3,100,portion_100g,14.3,14.3,14.3,33.33,33.33,33.33
T2_0068,Pesarattu,Pesarattu (moong dosa),Mixed meals,portion,105,150,195,0.5,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.6,6.6,6.6,Low,0.82,12,Moong-based; recipe-based.,12,6.6,6.6,6.6,100,portion_100g,6.6,6.6,6.6,12,12,12
T3_0074,Pesarattu with Chutney,Pesarattu + chutney,Mixed meals,portion,105,150,195,0.5,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.87,5.87,5.87,Low,0.68,10.66666667,Moong-based; recipe-based.,10.66666667,5.87,5.87,5.87,100,portion_100g,5.87,5.87,5.87,10.67,10.67,10.67
T2_0041,Phulka,Phulka (whole-wheat),Breads & flatbreads,piece,22,30,38,0.8,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,31.9,24.94,39.44,High,0.88,100,Lighter chapati; slightly lower carb density.,100,58,58,58,100,roti_chapati_piece_43_68g,31.9,24.94,39.44,55,43,68
NONIND_0163,Pigeonpea,Pigeonpea(Cajanuscajanmillspaugh),Non-Indian reference food,portion,105,150,195,0.5,51,Henry et al. GI tables (non-Indian cohort),8.02,8.02,8.02,Low,0.88,15.73333333,Original country: Indonesia. Renamed generically for Indian audience.,15.73333333,8.02,8.02,8.02,100,portion_100g,8.02,8.02,8.02,15.73,15.73,15.73
NONIND_0291,Pineapple,Pineapple,Non-Indian reference food,portion,105,150,195,0.5,56,Henry et al. GI tables (non-Indian cohort),4.33,4.33,4.33,Low,0.88,7.733333333,Original country: Philippines. Renamed generically for Indian audience.,7.733333333,4.33,4.33,4.33,100,portion_100g,4.33,4.33,4.33,7.73,7.73,7.73
NONIND_0522,Pineapple Bun,‘Pineapple’Bun,Non-Indian reference food,portion,105,150,195,0.5,65,Henry et al. GI tables (non-Indian cohort),23.79,23.79,23.79,High,0.88,36.6,Original country: Hong. Renamed generically for Indian audience.,36.6,23.79,23.79,23.79,100,portion_100g,23.79,23.79,23.79,36.6,36.6,36.6
WEST_IN_0257,Pineapple Cake,Pineapple Cake,Western foods (India) - Desserts,piece,60,80,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,40.98,High,0.68,60,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.,60,40.98,40.98,40.98,100,portion_100g,40.98,40.98,40.98,60,60,60
NONIND_0025,Pink Rice Cake,Pinkricecake,Non-Indian reference food,plate,120,150,180,0.85,97,Henry et al. GI tables (non-Indian cohort),23.48,21.02,26.28,High,0.88,18.06666667,Original country: Singapore. Renamed generically for Indian audience.,18.06666667,17.52,17.52,17.52,100,cooked_rice_nin_cup_200ml,17.52,17.52,17.52,24.21,21.68,27.1
T3_0107,Pitha,Pitha (rice flour sweet),Sweets & desserts,piece,52,70,88,0.55,85,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,36.43,36.43,36.43,High,0.58,42.85714286,Sweet; recipe-based.,42.85714286,36.43,36.43,36.43,100,portion_100g,36.43,36.43,36.43,42.86,42.86,42.86
NONIND_0652,Pittu,Pittu(Madewith25%Soyflourand75%,Non-Indian reference food,portion,105,150,195,0.5,35.5,Henry et al. GI tables (non-Indian cohort),0.36,0.36,0.36,Low,0.88,1,Original country: SriLanka. Renamed generically for Indian audience.,1,0.36,0.36,0.36,100,portion_100g,0.36,0.36,0.36,1,1,1
NONIND_0602,Pittu with Gravy,‘Attapittu’Withgravy,Non-Indian reference food,katori,120,150,180,0.7,50.8,Henry et al. GI tables (non-Indian cohort),16.52,13.22,19.82,Medium,0.88,16.26666667,Original country: SriLanka. Renamed generically for Indian audience.,16.26666667,8.26,8.26,8.26,100,dal_katori_default,8.26,8.26,8.26,32.53,26.03,39.04
NONIND_0601,Pittu with Green Curry,‘Attapittu’Withgreencurry,Non-Indian reference food,katori,120,150,180,0.7,44.4,Henry et al. GI tables (non-Indian cohort),13.56,10.85,16.27,Medium,0.88,15.26666667,Original country: SriLanka. Renamed generically for Indian audience.,15.26666667,6.78,6.78,6.78,100,dal_katori_default,13.56,10.85,16.27,30.53,24.43,36.64
NONIND_0603,Pittu with Green Curry and Gravy,‘Attapittu’Withgreencurryandgravy,Non-Indian reference food,katori,120,150,180,0.7,46.3,Henry et al. GI tables (non-Indian cohort),12.96,10.37,15.55,Medium,0.88,14,Original country: SriLanka. Renamed generically for Indian audience.,14,6.48,6.48,6.48,100,dal_katori_default,12.96,10.37,15.55,28,22.4,33.6
NONIND_0682,Pittu with Greenleafy Curry,Pittu(Attaflour)+Greenleafycurry,Non-Indian reference food,katori,120,150,180,0.7,44.4,Henry et al. GI tables (non-Indian cohort),15.8,12.64,18.96,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,7.9,7.9,7.9,100,dal_katori_default,15.8,12.64,18.96,35.6,28.48,42.72
NONIND_0681,Pittu with Greenleafy Curry with,Pittu(Kurakanflour)+Greenleafycurry+,Non-Indian reference food,katori,120,150,180,0.7,59.3,Henry et al. GI tables (non-Indian cohort),21.12,16.9,25.34,High,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,10.56,10.56,10.56,100,dal_katori_default,21.12,16.9,25.34,35.6,28.48,42.72
NONIND_0684,Pittu with Greenleafy Curry with Gravy,Pittu(Attaflour)+Greenleafycurry+Gravy,Non-Indian reference food,katori,120,150,180,0.7,46.3,Henry et al. GI tables (non-Indian cohort),16.48,13.18,19.78,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,8.24,8.24,8.24,100,dal_katori_default,16.48,13.18,19.78,35.6,28.48,42.72
NONIND_0653,Pittu with Veg Etable Curry,Pittuwithvegetablecurry,Non-Indian reference food,katori,120,150,180,0.7,30.2,Henry et al. GI tables (non-Indian cohort),5.2,4.16,6.24,Low,0.88,8.6,Original country: SriLanka. Renamed generically for Indian audience.,8.6,2.6,2.6,2.6,100,dal_katori_default,5.2,4.16,6.24,17.2,13.76,20.64
NONIND_0788,Pizza,Pizza,Non-Indian reference food,portion,105,150,195,0.7,56,Henry et al. GI tables (non-Indian cohort),19.45,19.45,19.45,Medium,0.88,34.73333333,Original country: Lebanon. Renamed generically for Indian audience.,34.73333333,19.45,19.45,19.45,100,portion_100g,19.45,19.45,19.45,34.73,34.73,34.73
WEST_IN_0004,Pizza Bbq Chicken,Pizza BBQ Chicken,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0007,Pizza Capsicum and Onion,Pizza Capsicum & Onion,Western foods (India) - Pizza,portion,105,150,195,0.7,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.14,13.14,13.14,100,portion_100g,13.14,13.14,13.14,18.67,18.67,18.67
WEST_IN_0010,Pizza Cheese Burst,Pizza Cheese Burst,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.03,10.03,10.03,Medium,0.72,14.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_cheese_burst.,14.66666667,10.03,10.03,10.03,100,portion_100g,10.03,10.03,10.03,14.67,14.67,14.67
WEST_IN_0013,Pizza Cheese Lovers,Pizza Cheese Lovers,Western foods (India) - Pizza,portion,105,150,195,0.7,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.02,15.02,15.02,Medium,0.72,21.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_plain.,21.33333333,15.02,15.02,15.02,100,portion_100g,15.02,15.02,15.02,21.33,21.33,21.33
WEST_IN_0016,Pizza Chicken,Pizza Chicken,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0019,Pizza Chicken Sausage,Pizza Chicken Sausage,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0022,Pizza Chicken Supreme,Pizza Chicken Supreme,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0025,Pizza Chicken Tikka,Pizza Chicken Tikka,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0028,Pizza Corn and Cheese,Pizza Corn & Cheese,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0031,Pizza Double Cheese,Pizza Double Cheese,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.03,10.03,10.03,Medium,0.72,14.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_cheese_burst.,14.66666667,10.03,10.03,10.03,100,portion_100g,10.03,10.03,10.03,14.67,14.67,14.67
WEST_IN_0034,Pizza Farmhouse,Pizza Farmhouse,Western foods (India) - Pizza,portion,105,150,195,0.7,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.14,13.14,13.14,100,portion_100g,13.14,13.14,13.14,18.67,18.67,18.67
WEST_IN_0037,Pizza Four Cheese,Pizza Four Cheese,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.03,10.03,10.03,Medium,0.72,14.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_cheese_burst.,14.66666667,10.03,10.03,10.03,100,portion_100g,10.03,10.03,10.03,14.67,14.67,14.67
WEST_IN_0040,Pizza Jalapeno,Pizza Jalapeno,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0043,Pizza Keema,Pizza Keema,Western foods (India) - Pizza,portion,105,150,195,0.7,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.79,10.79,10.79,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.79,10.79,10.79,100,portion_100g,10.79,10.79,10.79,15.33,15.33,15.33
WEST_IN_0046,Pizza Margherita,Pizza Margherita,Western foods (India) - Pizza,portion,105,150,195,0.7,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.02,15.02,15.02,Medium,0.72,21.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_plain.,21.33333333,15.02,15.02,15.02,100,portion_100g,15.02,15.02,15.02,21.33,21.33,21.33
WEST_IN_0049,Pizza Meat Lovers,Pizza Meat Lovers,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0052,Pizza Mexican Veg,Pizza Mexican Veg,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0055,Pizza Mushroom,Pizza Mushroom,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0056,Pizza Mushroom and Olive,Pizza Mushroom & Olive,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0061,Pizza Olive,Pizza Olive,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0066,Pizza Paneer Makhani,Pizza Paneer Makhani (thin crust),Western foods (India) - Pizza,portion,105,150,195,0.7,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.62,15.62,15.62,Medium,0.72,22.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.,22.66666667,15.62,15.62,15.62,100,portion_100g,15.62,15.62,15.62,22.67,22.67,22.67
WEST_IN_0069,Pizza Paneer Tikka,Pizza Paneer Tikka (thin crust),Western foods (India) - Pizza,portion,105,150,195,0.7,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.62,15.62,15.62,Medium,0.72,22.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.,22.66666667,15.62,15.62,15.62,100,portion_100g,15.62,15.62,15.62,22.67,22.67,22.67
WEST_IN_0070,Pizza Pepperoni,Pizza Pepperoni,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.4,11.4,11.4,Medium,0.71,16.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pepperoni.,16.66666667,11.4,11.4,11.4,100,portion_100g,11.4,11.4,11.4,16.67,16.67,16.67
WEST_IN_0073,Pizza Peri Peri Chicken,Pizza Peri Peri Chicken,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0076,Pizza Pineapple,Pizza Pineapple (sweet-savoury),Western foods (India) - Pizza,portion,105,150,195,0.7,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.14,13.14,13.14,100,portion_100g,13.14,13.14,13.14,18.67,18.67,18.67
WEST_IN_0079,Pizza Pocket Chicken,Pizza Pocket Chicken,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.7,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0080,Pizza Pocket Veg,Pizza Pocket Veg,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.7,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0081,Pizza Sausage,Pizza Sausage,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
WEST_IN_0084,Pizza Spinach and Corn,Pizza Spinach & Corn,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0087,Pizza and Oori Chicken,Pizza Tandoori Chicken,Western foods (India) - Pizza,portion,105,150,195,0.7,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.,15.33333333,10.49,10.49,10.49,100,portion_100g,10.49,10.49,10.49,15.33,15.33,15.33
